year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2014,1,2,3,13,57.0,10059,8,5.3,0,IRAN,,27.15,54.448,140,1,1,0,0,30,1,0,1,0,0,0,3,1,0,30,0,0,0,IRAN:  BASTAK
2014,1,5,3,36,59.0,10308,54,5.6,5,COLOMBIA,,4.557,-76.644,160,0,0,0,0,0,0,0,2,0,0,121,3,0,0,0,0,0,121,COLOMBIA:  SIPI
2014,1,13,4,1,24.0,10068,20,6.4,5,USA TERRITORY,,19.043,-66.81,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PUERTO RICO
2014,1,20,2,52,35.0,10067,28,6.1,7,NEW ZEALAND,,-40.66,175.814,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI"
2014,1,25,5,14,51.0,10070,66,6.1,5,INDONESIA,,-7.986,109.265,60,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,INDONESIA:  JAVA:  BANYUMAS
2014,1,26,13,55,21.0,10069,8,6.1,7,GREECE,,38.208,20.453,130,0,0,0,0,6,1,178,4,0,0,0,1,0,0,6,178,0,0,GREECE:  KEFALONIA
2014,2,2,14,26,51.0,10072,10,5.3,0,IRAN,,26.589,57.741,140,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,IRAN:  GOHARAN
2014,2,3,3,8,29.0,10071,4,6.0,3,GREECE,,38.244,20.379,130,0,0,0,0,16,1,0,1,0,0,0,1,0,0,16,0,0,0,GREECE:  KEFALONIA:  LIXOURION
2014,2,9,2,16,49.0,10309,5,4.1,4,USA,OK,35.937,-97.271,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OKLAHOMA:  GUTHRIE
2014,2,12,9,19,6.0,10073,10,6.9,0,CHINA,,35.905,82.586,40,0,0,0,0,0,0,0,3,67,2,1001,4,0,0,0,0,67,1001,CHINA:  XINJIANG PROVINCE:  YUTIAN
