year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2004,11,8,2,15,58,10,5.5,0,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,30,0,0,0,0,8,1,0,1,0,0,0,0,0,0,8,0,0,0
2004,11,28,18,32,14,39,7.0,0,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,0,0,0,0,24,1,0,1,0,0,0,1,0,0,24,0,0,0
2004,12,6,14,15,11,35,6.8,0,,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,30,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0
2004,12,14,5,56,10,10,5.8,0,,"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",44.119,141.793,30,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0
2005,1,19,6,11,36,28,6.6,0,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,20,1,53,41,10,6.6,0,,"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,30,1,1,0,0,500,3,0,2,65,2,0,0,1,0,500,0,65,0
2005,7,23,7,34,56,61,5.9,0,,JAPAN:  HONSHU:  TOKYO,35.498,139.982,30,0,0,0,0,27,1,0,1,1,1,0,0,0,0,27,0,1,0
2005,8,16,2,46,28,36,7.2,0,,JAPAN:  EAST COAST HONSHU,38.276,142.039,30,0,0,0,0,56,2,0,1,1,1,0,0,0,0,56,0,1,0
2005,11,14,21,38,51,11,7.0,0,,JAPAN:  EAST COAST HONSHU,38.107,144.896,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,11,20,1,26,140,6.3,0,,JAPAN:  KYUSHU,33.129,131.141,30,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,0,0,0
2007,3,25,0,41,57,8,6.7,0,,JAPAN:  HONSHU:  W COAST,37.336,136.588,30,1,1,0,0,150,3,0,3,58,2,455,3,1,0,150,0,58,455
2007,4,15,3,19,30,16,4.6,0,,JAPAN:  HONSHU:  W,34.807,136.239,30,0,0,0,0,12,1,0,2,63,1,0,0,0,0,12,0,63,0
2007,7,16,1,13,22,10,6.6,0,,JAPAN:  HONSHU:  W COAST,37.57,138.478,30,9,1,0,0,1088,4,12500,4,0,0,875,3,9,0,1088,12500,0,875
2007,9,28,13,38,57,260,7.5,0,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,7,16,45,20,39,6.8,0,,JAPAN:  HONSHU:  E COAST,36.158,141.521,30,0,0,0,0,6,1,0,1,0,0,0,0,0,0,6,0,0,0
2008,6,13,23,43,45,8,6.9,0,,JAPAN:  HONSHU:  TOKYO,39.03,140.881,30,13,1,0,0,357,3,0,3,0,0,614,3,13,0,357,0,0,614
2008,7,19,2,39,28,22,6.9,0,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,23,15,26,19,108,6.8,0,,JAPAN:  HONSHU:  N,39.802,141.464,30,1,1,0,0,200,3,0,2,90,2,90,2,1,0,200,0,0,90
2008,9,11,0,20,50,25,6.8,0,,JAPAN:  HOKKAIDO,41.892,143.754,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,8,10,20,7,9,40,6.4,0,,JAPAN:  HONSHU:  S COAST,34.743,138.264,30,1,1,0,0,123,3,0,3,0,0,5192,4,1,0,123,0,0,5192
2009,12,17,23,45,36,7,4.9,0,,JAPAN:  HONSHU:  ITO,34.921,139.261,30,0,0,0,0,7,1,0,1,0,0,0,0,0,0,7,0,0,20
2010,2,26,20,31,26,25,7.0,0,,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,30,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0
2010,12,21,17,19,40,14,7.4,0,,JAPAN:  BONIN ISLANDS,26.901,143.698,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,9,2,45,20,32,7.5,0,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,11,5,46,24,30,9.1,0,,JAPAN:  HONSHU,38.297,142.372,30,1476,4,0,0,6152,4,220000,4,127511,4,273796,4,18453,0,6152,220085,127511,273796
2011,3,11,6,15,40,43,7.9,0,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,11,6,25,50,19,7.6,0,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,7,14,32,43,42,7.1,0,,JAPAN: NEAR E COAST HONSHU,38.276,141.588,30,3,1,0,0,132,3,0,1,0,0,0,0,3,0,132,0,0,0
2011,4,11,8,16,12,11,6.6,0,,JAPAN:  HONSHU,37.001,140.401,30,7,1,0,0,0,0,0,1,3,1,0,0,7,0,0,0,3,0
2011,7,10,0,57,10,23,7.0,0,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,14,9,8,35,12,6.9,0,,JAPAN:  HOKKAIDO,40.887,144.944,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,12,7,8,18,23,31,7.2,0,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,30,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,0,0,0
2013,4,12,20,33,17,14,5.8,0,,JAPAN,34.369,134.828,30,0,0,0,0,24,1,0,1,0,0,0,1,0,0,24,0,0,0
2013,4,17,8,57,33,9,5.8,0,,JAPAN: MIYAKEJIMA,33.958,139.352,30,0,0,0,0,3,1,0,1,0,0,0,2,0,0,3,0,0,0
2013,10,25,17,10,0,10,7.1,4,,JAPAN:  HONSHU:  E COAST,37.2,144.6,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2014,3,13,17,7,17,79,6.3,5,,JAPAN:  SOUTHWESTERN,33.684,131.825,30,0,0,0,0,18,1,0,1,0,0,0,0,0,0,18,0,0,0
2014,7,11,19,23,22,20,6.5,5,,JAPAN:  SANRIKU,37.005,142.453,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0
2014,11,22,13,8,42,9,6.2,9,,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,30,0,0,0,0,45,1,0,1,50,1,0,2,0,0,45,0,50,0
2015,2,16,23,6,27,23,6.7,4,,JAPAN:  HONSHU,39.856,142.881,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,2,16,51,39,10,5.7,0,,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,30,11,23,11,664,7.8,6,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,30,0,0,0,0,12,1,0,0,0,0,0,0,0,0,12,0,0,0
2015,11,13,20,51,3,12,6.7,4,,JAPAN:  KYUSYU ISLAND,31.001,128.873,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,15,16,25,6,10,7.0,0,,"JAPAN:  KUMAMOTO, OITA",32.782,130.726,30,50,1,0,0,1500,4,4600,4,80000,4,0,0,50,0,1500,4600,80000,0
2016,10,21,5,7,23,10,6.2,0,,JAPAN:  KURAYOSHI,35.374,133.809,30,0,0,0,0,7,1,0,1,2,1,160,3,0,0,7,0,2,160
2016,11,21,20,59,49,11,6.9,0,,JAPAN: NEAR E COAST HONSHU,37.392,141.403,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
