year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2015,1,14,5,22,23.0,10320,10,5.3,6,CHINA,,29.353,103.199,30,0,0,0,0,11,1,0,2,0,0,2000,4,0,0,11,0,0,2000,CHINA:  SICHUAN PROVINCE:  LESHAN
2015,2,16,23,6,27.0,10131,23,6.7,4,JAPAN,,39.856,142.881,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  HONSHU
2015,2,19,13,19,21.0,10135,10,6.4,5,VANUATU,,-16.431,168.148,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,VANUATU ISLANDS
2015,2,20,22,37,28.0,10127,10,4.5,0,CHINA,,23.01,101.755,30,0,0,0,0,0,0,0,1,0,0,276,3,0,0,0,0,0,276,CHINA:  YUNNAN PROVINCE
2015,2,21,21,21,8.0,10126,7,3.6,0,BOSNIA-HERZEGOVINA,,44.534,18.934,130,4,1,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,BALKANS NW:  BOSNIA-HERZEGOVINA:
2015,2,22,6,43,14.0,10125,12,5.1,0,CHINA,,44.133,85.568,40,0,0,0,0,0,0,14,3,0,0,1728,4,0,0,0,14,0,1728,CHINA:  XINJIANG PROVINCE:  SHAWAN
2015,2,26,21,59,14.0,10124,30,5.4,4,PAKISTAN,,34.671,73.278,60,0,0,0,0,5,1,0,1,0,0,2,1,0,0,5,0,0,2,PAKISTAN:  BATTAGRAM
2015,2,28,20,10,56.0,10321,10,4.5,3,PERU,,-15.693,-71.934,160,0,0,0,0,0,0,0,2,64,2,500,3,0,0,0,0,64,500,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE
2015,3,1,10,24,5.0,10335,11,5.5,0,CHINA,,23.5,98.9,30,0,0,0,0,39,1,0,3,220,3,15800,4,0,0,39,0,220,15800,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA"
2015,3,8,20,47,4.0,10137,20,4.4,4,SERBIA,,44.088,19.861,130,0,0,0,0,0,0,0,1,0,0,100,2,0,0,0,0,0,100,BALKANS NW: SERBIA:  KOSJERIC
2015,3,10,20,55,2.0,10336,184,6.2,5,COLOMBIA,,6.8,-73.01,160,0,0,0,0,0,0,0,3,180,3,2167,4,0,0,0,0,180,2167,"COLOMBIA:  ANTIOQUIA, SANTANDER"
2015,3,14,6,14,38.0,10132,10,4.6,0,CHINA,,33.15,115.8,30,2,1,0,0,13,1,0,2,155,3,11079,4,2,0,13,0,155,11079,CHINA:  ANHUI PROVINCE:  FUYANG
2015,3,29,23,48,1.0,10133,41,7.5,6,PAPUA NEW GUINEA,,-4.729,152.562,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAPUA NEW GUINEA
2015,4,20,1,42,38.0,10136,29,6.4,4,TAIWAN,,24.203,122.316,30,1,1,0,0,1,1,0,1,0,0,19,1,1,0,1,0,0,19,TAIWAN:  TAIPEI
