year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2000,1,3,22,34,12,33,4.6,0,,INDIA-BANGLADESH BORDER:  MAHESHKHALI,22.132,92.771,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100
2001,1,26,3,16,40,16,7.7,10,,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,60,20005,4,0,0,166836,4,2623,4,339000,4,339000,4,20005,0,166836,2623,339000,0
2002,9,13,22,28,29,21,6.5,0,,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,60,2,1,0,0,0,0,0,1,40,1,0,1,2,0,0,0,40,0
2004,12,9,8,49,0,35,5.4,0,,"INDIA:  HAILAKANDI, CACHAR",24.757,92.539,60,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2005,2,15,11,15,11,35,5.1,0,,INDIA:  KHASPUR,24.55,92.524,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,3,14,9,43,49,10,4.9,0,,"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,60,0,0,0,0,45,1,0,2,0,0,0,0,0,0,45,0,0,0
2005,3,15,2,7,6,10,4.3,0,,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7,24,15,42,6,16,7.2,0,,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,60,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2005,8,14,6,33,32,35,4.4,7,,INDIA:  MAHARASHTRA,17.398,74.118,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2005,8,16,3,45,54,43,4.4,6,,INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,60,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2005,8,30,8,53,17,10,4.7,6,,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,12,14,7,9,54,44,5.3,0,,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,60,1,1,0,0,4,1,0,2,1,1,1,1,1,0,4,0,1,0
2006,2,14,0,55,25,30,5.3,0,,INDIA:  SIKKIM,27.382,88.388,60,2,1,0,0,2,1,0,1,0,0,0,0,2,0,2,0,0,0
