year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2000,6,18,14,44,13.3,5565,10,7.9,0,AUSTRALIA,,-13.802,97.453,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AUSTRALIA:  S, COCOS ISLANDS"
2000,6,21,0,51,46.8,5566,10,6.5,0,ICELAND,,63.98,-20.758,120,0,0,0,0,0,0,12,3,12,1,12,1,0,0,0,12,12,0,"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI"
2000,7,1,7,1,55.5,5568,10,6.1,0,JAPAN,,34.221,139.131,30,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA
2000,7,6,19,30,20.3,5569,33,5.4,0,NICARAGUA,,11.884,-85.988,100,7,1,0,0,42,1,0,3,357,3,1130,4,7,0,42,0,357,1130,NICARAGUA:  MASAYA
2000,7,12,1,10,42.6,5570,33,5.4,0,INDONESIA,,-6.675,106.845,170,0,0,0,0,6,1,0,2,0,0,225,3,0,0,6,0,0,225,"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT"
2000,7,15,1,30,30.5,5571,10,6.1,0,JAPAN,,34.319,139.26,30,0,0,0,0,10,1,0,1,0,0,20,1,0,0,10,0,0,20,JAPAN:  NEAR S COAST HONSHU:  NII-JIMA
2000,7,16,3,21,45.5,5572,33,6.4,0,PHILIPPINES,,20.253,122.043,170,0,0,0,0,6,1,0,2,0,0,0,3,0,0,6,0,0,0,"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS"
2000,7,30,12,25,45.5,7803,10,6.5,0,JAPAN,,33.901,139.376,30,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,JAPAN:  HONSHU:  S
2000,8,4,21,13,2.7,5574,10,6.8,6,RUSSIA,,48.786,142.246,50,0,0,0,0,8,1,0,1,0,0,1390,4,0,0,8,0,0,1390,"RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV"
2000,8,21,13,25,44.5,5575,33,4.2,0,CHINA,,25.826,102.194,30,1,1,0,0,406,3,43,4,0,0,0,0,1,0,406,43,0,0,CHINA:  YUNNAN PROVINCE:  WUDING
2000,9,3,8,36,30.0,5576,10,5.0,7,USA,CA,38.379,-122.413,150,0,0,0,0,41,1,50,4,0,0,0,0,0,0,41,50,0,0,CALIFORNIA:  NAPA
2000,10,2,2,25,31.3,5577,34,6.5,0,TANZANIA,,-7.977,30.709,10,0,0,0,0,6,1,0,1,7,1,150,3,0,0,6,0,7,150,"TANZANIA:  NKANSI, RUKWA"
2000,10,6,4,30,19.1,5578,10,6.7,9,JAPAN,,35.456,133.134,30,0,0,0,0,130,3,150,4,104,3,2230,4,0,0,130,150,104,2230,"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI"
2000,10,30,22,39,6.5,5579,33,5.1,0,AFGHANISTAN,,37.542,69.582,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,800,AFGHANISTAN-TAJIKISTAN:  RAKHOR
2000,11,8,6,59,58.8,5580,17,6.5,0,PANAMA,,7.042,-77.829,100,0,0,0,0,2,1,0,2,0,0,86,2,0,0,2,0,0,86,PANAMA-COLOMBIA:  JURADO
2000,11,16,4,54,55.9,5581,17,8.0,0,PAPUA NEW GUINEA,,-4.001,152.327,170,2,1,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"
2000,11,16,7,42,16.9,5582,30,7.8,0,PAPUA NEW GUINEA,,-5.233,153.102,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN"
2000,11,17,21,1,56.4,5583,33,7.8,0,PAPUA NEW GUINEA,,-5.496,151.781,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAPUA NEW GUINEA:  NEW BRITAIN
2000,11,25,18,9,11.4,5584,50,6.8,0,AZERBAIJAN,,40.245,49.946,40,31,1,0,0,430,3,0,1,0,0,0,0,31,0,430,0,0,0,AZERBAIJAN:  BAKU
2000,12,6,17,11,6.4,5585,30,7.0,0,TURKMENISTAN,,39.566,54.799,40,11,1,0,0,0,2,0,1,0,0,0,0,11,0,0,0,0,0,TURKMENISTAN:  NEBITDAG-TURKMENBASHI
2000,12,15,16,44,47.6,5586,10,6.0,7,TURKEY,,38.457,31.351,140,6,1,0,0,41,1,0,1,0,0,0,0,6,0,41,0,0,0,TURKEY:  AFYON-BOLVADIN
