year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2016,8,19,7,32,22.0,10192,10,7.4,0,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,-55.279,-31.874,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTH SANDWICH ISLANDS
2016,8,24,1,36,32.0,10194,4,6.2,8,ITALY,,42.723,13.188,130,299,3,15,1,368,3,5500,4,0,3,0,2,299,15,368,5500,0,0,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE"
2016,8,24,10,34,55.0,10195,84,6.8,6,MYANMAR (BURMA),,20.919,94.579,60,3,1,0,0,20,1,0,2,0,0,200,3,3,0,20,0,0,200,MYANMAR (BURMA): CHAUK
2016,9,1,16,37,57.0,10196,19,7.1,6,NEW ZEALAND,,-37.401,179.055,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  GISBORNE
2016,9,10,12,27,33.0,10197,40,5.9,0,TANZANIA,,-1.03,31.56,10,19,1,0,0,252,3,458,4,1044,4,6281,4,19,0,252,458,1044,6281,TANZANIA:  LAKE VICTORIA
2016,9,11,13,10,7.0,10198,10,5.3,0,MACEDONIA,,42.012,21.481,130,0,0,0,0,30,1,0,1,0,0,0,1,0,0,30,0,0,0,BALKANS NW:  MACEDONIA
2016,9,12,11,32,54.0,10199,10,4.6,0,SOUTH KOREA,,35.769,129.227,30,1,1,0,0,14,1,0,1,0,0,106,3,1,0,14,0,0,106,SOUTH KOREA:  GYEONGJU
2016,9,23,19,11,56.0,10228,10,4.8,0,RWANDA,,-2.65,29.06,10,3,1,0,0,25,1,0,1,0,1,0,0,3,0,25,0,0,0,RWANDA:  RISUZI; CONGO:  UKAVU
2016,10,1,8,4,34.0,10229,10,5.4,0,PAKISTAN,,34.905,73.682,60,1,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,"PAKISTAN:  MANSEHRA, NARAN"
2016,10,21,5,7,23.0,10200,10,6.2,0,JAPAN,,35.374,133.809,30,0,0,0,0,7,1,0,1,2,1,160,3,0,0,7,0,2,160,JAPAN:  KURAYOSHI
2016,10,26,19,18,8.0,10201,10,6.1,0,ITALY,,42.956,13.067,130,1,1,0,0,0,1,0,1,0,0,1001,4,1,0,0,0,0,1001,"ITALY:  VISSO, USSITA"
2016,10,30,6,40,18.0,10202,8,6.6,0,ITALY,,42.862,13.096,130,0,0,0,0,12,1,0,1,0,1,0,1,0,0,12,0,0,0,ITALY: NORCIA
2016,11,7,1,44,24.0,10204,5,5.0,0,USA,OK,35.984,-96.798,150,0,0,0,0,0,1,0,1,0,0,50,1,0,0,0,0,0,50,OKLAHOMA:  CUSHING
2016,11,13,11,2,56.0,10206,53,7.8,0,NEW ZEALAND,,-42.757,173.077,170,2,1,0,0,0,0,0,2,0,0,0,1,2,0,0,3900,1,0,NEW ZEALAND:  AMBERLEY
2016,11,21,20,59,49.0,10209,11,6.9,0,JAPAN,,37.392,141.403,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,JAPAN: NEAR E COAST HONSHU
2016,11,24,18,43,48.0,10211,10,7.0,0,NICARAGUA,,11.96,-88.835,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NICARAGUA
2016,11,27,23,35,21.0,10230,10,5.4,0,NEPAL,,27.806,86.532,40,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,0,2,0,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA"
2016,11,29,20,9,39.0,10231,5,,0,POLAND,,51.613,16.157,120,8,1,0,0,9,1,0,1,0,0,0,0,8,0,9,0,0,0,POLAND:  RUDNA
2016,12,1,22,40,15.0,10232,10,6.2,0,PERU,,-15.294,-70.823,160,1,1,0,0,17,1,0,1,8,1,40,1,1,0,17,0,8,40,"PERU:  PUNO, LAMPA"
2016,12,6,22,3,32.0,10215,8,6.5,0,INDONESIA,,5.281,96.108,60,104,3,0,0,600,3,233,4,245,3,18752,4,104,0,857,233,245,18752,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA
2016,12,8,17,38,46.0,10218,41,7.8,0,SOLOMON ISLANDS,,-10.665,161.335,170,1,1,0,0,0,0,0,1,191,3,126,3,1,0,0,0,191,126,SOLOMON ISLANDS
2016,12,9,19,10,7.0,10219,21,6.9,0,SOLOMON ISLANDS,,-10.73,161.107,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLOMON ISLANDS
2016,12,17,10,51,12.0,10220,103,7.9,0,PAPUA NEW GUINEA,,-4.509,153.45,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND
2016,12,19,7,11,39.0,10221,10,5.4,0,ECUADOR,,0.816,-79.74,160,3,1,0,0,0,0,0,1,10,1,65,1,3,0,15,0,10,65,ECUADOR:  ESMERALDAS
2016,12,25,14,22,27.0,10224,35,7.6,0,CHILE,,-43.416,-73.88,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILE
