year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2017,1,3,9,9,2.0,10226,32,5.7,0,INDIA,,24.015,92.018,60,3,1,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,INDIA:  AMBASA;  BANGLADESH
2017,1,3,21,52,31.0,10225,17,6.9,0,FIJI,,-19.326,176.053,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIJI ISLANDS
2017,1,6,2,33,29.0,10227,10,5.0,0,IRAN,,28.2,53.107,140,4,1,0,0,4,1,0,1,0,0,0,0,4,0,4,0,0,0,IRAN:  KHONJ
2017,1,11,22,6,58.0,10254,7,5.5,0,MADAGASCAR,,-20.16,46.647,60,2,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,MADAGASCAR: ANTSIRABE
2017,1,18,10,14,11.0,10234,7,5.7,0,ITALY,,42.601,13.227,130,29,1,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,0,ITALY:  FARINDOLA
2017,1,22,4,30,56.0,10235,136,7.9,0,PAPUA NEW GUINEA,,-6.214,155.122,170,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND
2017,2,7,22,3,56.0,10237,26,6.3,0,PAKISTAN,,25.216,63.272,60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,PAKISTAN:  PASNI
2017,2,10,14,3,43.0,10238,15,6.5,0,PHILIPPINES,,9.911,125.461,170,8,1,0,0,202,3,0,2,215,3,3042,4,8,0,202,0,215,3042,PHILIPPINES: SURIGAO DEL NORTE
2017,3,5,0,8,18.0,10316,11,5.7,0,PHILIPPINES,,9.831,125.496,170,1,1,0,0,45,1,0,1,13,1,0,0,1,0,45,0,13,0,PHILIPPINES: SURIGAO DEL NORTE
2017,3,13,14,19,6.0,10239,10,5.1,0,MYANMAR (BURMA),,17.415,95.999,60,2,1,0,0,36,1,0,1,0,1,0,1,2,0,36,0,0,0,MYANMAR (BURMA):  THARRAWADDY
