year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2004,1,1,20,59,31.9,5752,45,5.8,6,INDONESIA,,-8.31,115.788,170,1,1,0,0,29,1,12,3,6000,4,0,0,1,0,29,12,6000,0,"INDONESIA:  BALI, LOMBOK"
2004,1,1,23,31,50.0,5753,29,6.1,0,MEXICO,,17.488,-101.303,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MEXICO:  GUERRERO, MEXICO CITY"
2004,1,10,7,43,18.0,5754,5,2.2,0,SLOVAKIA,,48.758,19.217,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SLOVAKIA:  SLOVENSKO L'UPCA
2004,1,10,18,38,14.8,5755,10,4.4,0,ALGERIA,,36.852,3.418,15,0,0,0,0,300,3,0,1,0,0,0,0,0,0,300,0,0,0,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES"
2004,1,14,16,58,48.1,5756,12,5.2,0,IRAN,,27.695,52.397,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IRAN:  SOUTHERN:  FIRUZABAD
2004,1,28,22,15,30.7,6611,17,6.7,0,INDONESIA,,-3.12,127.4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INDONESIA:  SERAM
2004,2,4,11,59,47.6,5757,29,6.1,0,PANAMA,,8.358,-82.877,100,0,0,0,0,4,1,0,1,0,0,0,0,0,0,4,0,0,0,PANAMA-COSTA RICA:  CHIRIQUI
2004,2,5,21,5,2.8,5758,17,7.0,0,INDONESIA,,-3.615,135.538,170,37,1,0,0,682,3,1,2,2678,4,0,0,37,0,682,1,2678,0,INDONESIA:  NABIRE
2004,2,7,2,42,35.2,5759,10,7.3,0,INDONESIA,,-4.003,135.023,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDONESIA:  NABIRE
2004,2,11,8,15,3.8,5760,27,5.3,0,JORDAN,,31.675,35.551,140,0,0,0,0,4,1,0,2,0,0,0,2,0,0,4,0,0,0,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA"
2004,2,14,10,30,22.1,5761,11,5.4,0,PAKISTAN,,34.774,73.216,60,24,1,0,0,40,1,0,3,1420,4,1420,4,24,0,40,0,1420,5379,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"
2004,2,16,14,44,39.9,5762,56,5.1,0,INDONESIA,,-0.466,100.655,170,5,1,0,0,7,1,0,1,0,0,0,0,5,0,7,0,0,100,INDONESIA:  SUMATRA:  PADANGPANJANG
2004,2,22,6,46,27.0,5763,42,6.0,0,INDONESIA,,-1.559,100.488,170,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,INDONESIA:  SUMATRA:  PESISIR SELATAN
