year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2000,1,11,23,43,56,10,5.1,0,,CHINA:  LIAONING PROVINCE,40.498,122.994,30,0,0,0,0,30,1,0,3,3600,4,8800,4,0,0,30,0,3600,8800
2000,1,14,23,37,7,33,5.9,0,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.607,101.063,30,5,1,0,0,2528,4,73,4,41000,4,0,0,7,0,2528,73,41000,0
2000,6,7,21,46,55,33,6.3,0,,CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR,26.856,97.238,30,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
2000,8,21,13,25,44,33,4.2,0,,CHINA:  YUNNAN PROVINCE:  WUDING,25.826,102.194,30,1,1,0,0,406,3,43,4,0,0,0,0,1,0,406,43,0,0
2001,2,23,0,9,23,33,5.6,0,,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,30,3,1,0,0,109,3,0,3,60000,4,60000,4,3,0,109,0,60000,0
2001,5,23,21,10,43,33,5.5,0,,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,27.689,101.003,30,2,1,0,0,605,3,36,4,0,0,0,0,2,0,605,36,0,0
2001,7,14,18,36,8,33,4.3,0,,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,24.455,102.66,30,0,0,0,0,2,1,0,1,150,3,150,3,0,0,2,0,150,0
2001,10,27,5,35,39,10,5.6,0,,CHINA:  YUNNAN PROVINCE:  YONGSHENG,26.316,100.648,30,1,1,0,0,220,3,0,2,3400,4,3400,4,1,0,220,0,3400,0
2001,11,14,9,26,10,10,7.8,0,,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,40,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
2002,8,8,11,42,5,33,5.3,0,,CHINA:  SICHUAN PROVINCE:  RULONG,30.916,99.927,30,0,0,0,0,0,0,0,1,8,1,8,1,0,0,0,0,8,0
2002,12,14,13,27,29,22,5.5,0,,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,30,2,1,0,0,0,0,0,3,13380,4,0,0,2,0,0,0,13380,0
2002,12,25,12,57,3,10,5.7,0,,CHINA:  XINJIANG:  WUQIA,39.57,75.254,40,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2003,2,13,17,34,20,24,5.3,0,,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,2,24,2,3,41,11,6.3,0,,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,40,261,3,0,0,4000,4,0,4,71000,4,0,0,261,0,4000,0,71000,0
2003,2,25,3,52,41,10,5.4,0,,CHINA:  S. XINJIANG:  BACHU,39.483,77.393,40,5,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0
2003,4,17,0,48,38,14,6.4,0,,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.529,96.476,30,0,0,0,0,0,0,0,1,45,1,45,1,0,0,0,0,45,0
2003,5,4,15,44,35,10,5.8,0,,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,40,1,1,0,0,3,1,0,3,1600,4,0,0,1,0,3,0,1600,0
2003,7,21,15,16,31,10,5.9,0,,CHINA:  YUNNAN PROVINCE,25.975,101.29,30,16,1,0,0,584,3,75,4,264878,4,264878,4,16,0,584,75,264878,0
2003,8,16,10,58,42,24,5.4,0,,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,30,4,1,0,0,1000,3,0,3,7900,3,0,0,4,0,1000,0,7900,0
2003,8,18,9,3,3,33,5.5,0,,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,10,16,12,28,9,33,5.6,0,,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,30,3,1,0,0,32,1,0,3,12000,4,12000,4,3,0,32,0,12000,0
2003,10,25,12,41,35,10,5.8,0,,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,30,9,1,0,0,43,1,40,4,10000,4,0,0,9,0,43,40,10000,0
2003,11,13,2,35,10,10,5.1,0,,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,30,1,1,0,0,30,1,0,1,10,1,0,0,1,0,30,0,10,0
2003,11,14,18,49,46,33,5.6,0,,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,30,4,1,0,0,65,1,0,2,600,3,600,3,4,0,65,0,600,0
2003,11,26,13,38,57,33,4.7,0,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,30,0,0,0,0,4,1,0,4,2000,4,2000,4,0,0,4,0,2000,0
2003,12,1,1,38,31,10,6.0,0,,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,40,11,1,0,0,47,1,0,3,769,3,0,0,11,0,47,0,769,0
2004,3,24,1,53,49,19,5.4,0,,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,30,0,0,0,0,100,2,74,4,38000,4,0,0,0,0,100,74,38000,0
2004,5,4,5,4,58,14,5.4,0,,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3100
2004,8,10,10,26,14,6,5.4,0,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.266,103.873,30,4,1,0,0,600,3,50,4,18556,4,65601,4,4,0,600,50,18556,65601
2004,9,7,12,15,49,10,5.2,0,,CHINA:  GANSU PROVINCE,34.682,103.781,30,0,0,0,0,19,1,0,3,600,3,0,0,0,0,19,0,600,0
2004,10,18,22,11,44,30,4.4,0,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,30,0,0,0,0,12,1,0,3,20000,4,20000,4,0,0,12,0,20000,0
2005,1,25,16,30,38,12,4.8,0,,CHINA:  YUNNAN PROVINCE:  SIMAO,22.526,100.709,30,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0
