year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2005,2,14,23,38,8,22,6.1,0,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,40,0,0,0,0,0,0,0,3,6000,4,0,0,0,0,0,0,6000,0
2005,7,25,15,43,41,48,4.7,0,,CHINA:  DAQING,46.827,125.058,30,1,1,0,0,12,1,0,0,0,0,0,0,1,0,12,0,0,0
2005,8,5,14,14,48,42,4.8,0,,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,30,0,0,0,0,9,1,0,2,3700,4,3700,4,0,0,9,0,3700,0
2005,8,13,4,58,44,10,4.5,0,,CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,30,0,0,0,0,26,1,0,1,0,2,0,2,0,0,26,0,0,0
2005,10,27,11,18,57,10,4.2,0,,CHINA:  GUANGXI PROVINCE,23.604,107.798,30,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
2005,11,26,0,49,37,10,5.2,0,,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,30,16,1,0,0,8000,4,0,3,150000,4,0,0,16,0,8000,0,150000,0
2006,3,31,12,23,17,10,4.9,0,,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",44.624,124.122,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2006,4,19,2,5,42,33,5.7,0,,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,40,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2006,6,20,16,52,57,24,4.5,0,,CHINA:  GANSU PROVINCE,33.068,104.95,30,0,0,0,0,5,1,0,1,0,1,0,0,0,0,5,0,0,0
2006,7,22,1,10,29,56,4.9,0,,CHINA:  YANJIN,27.995,104.138,30,22,1,0,0,106,3,0,0,0,0,0,0,22,0,106,0,0,0
2006,8,25,5,51,44,22,4.6,0,,CHINA:  SICHUAN PROVINCE,28.012,104.151,30,1,1,0,0,31,1,0,2,0,0,0,0,1,0,31,0,0,0
2006,10,27,10,52,5,10,4.5,0,,CHINA:  HUBEI,31.56,113.21,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2006,11,3,6,21,39,10,4.7,0,,CHINA:  NEI MONGOL,43.469,119.558,30,0,0,0,0,0,0,0,3,55886,4,0,0,0,0,0,0,5586,0
2006,11,23,11,4,44,20,4.7,0,,CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,40,0,0,0,0,0,0,0,2,60,2,0,0,0,0,0,0,60,0
2007,1,9,14,49,48,20,4.5,0,,CHINA:  GANSU PROVINCE,37.021,103.911,30,0,0,0,0,0,0,0,3,2000,4,0,0,0,0,0,0,2000,0
2007,1,10,17,18,58,23,4.7,0,,CHINA:  GANSU PROVINCE,33.259,104.74,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2007,6,2,21,34,57,5,6.1,0,,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,30,3,1,0,0,329,3,310,4,0,0,0,0,3,0,329,310,0,0
2007,7,20,10,6,52,10,5.6,0,,CHINA:  XINJIANG:  TEKES,42.913,82.378,40,0,0,0,0,0,0,0,2,2120,4,0,0,0,0,0,0,2120,0
2008,3,20,22,32,57,10,7.2,0,,CHINA:  XINJIANG PROVINCE,35.49,81.467,40,0,0,0,0,0,0,0,3,2200,4,0,0,0,0,0,0,2200,0
2008,5,12,6,28,1,19,7.9,9,,CHINA:  SICHUAN PROVINCE,31.002,103.322,30,87652,4,0,0,374171,4,86000,4,5360000,4,5360000,4,87652,0,374171,86000,5360000,21000000
2008,5,25,8,21,48,10,6.0,0,,CHINA:  SICHUAN PROVINCE,32.57,105.424,30,8,1,0,0,927,3,0,4,400000,4,400000,4,8,0,927,0,400000,0
2008,5,27,8,37,51,10,5.7,0,,CHINA:  SICHUAN PROVINCE,32.71,105.54,30,0,0,0,0,0,0,0,3,20000,4,20000,4,0,0,0,0,20000,0
2008,7,24,7,9,30,10,5.6,0,,CHINA:  SICHUAN PROVINCE,32.747,105.542,30,1,1,0,0,17,1,0,3,1200,4,1200,4,1,0,17,0,1200,0
2008,8,1,8,32,43,7,5.7,0,,CHINA:  SICHUAN PROVINCE,32.036,104.722,30,0,0,0,0,231,3,0,2,540,3,540,3,0,0,231,0,540,2450
2008,8,5,9,49,17,6,6.0,0,,CHINA:  SICHUAN PROVINCE,32.756,105.494,30,4,1,0,0,29,1,0,1,0,0,0,0,4,0,29,0,0,0
2008,8,19,21,35,17,46,5.0,0,,CHINA:  YUNNAN PROVINCE,25.051,97.919,30,0,0,0,0,0,0,0,3,5,1,5,1,0,0,0,0,5,2420
2008,8,21,12,24,29,1,6.0,0,,CHINA:  YUNNAN PROVINCE,25.044,97.684,30,5,1,0,0,127,3,0,3,0,0,0,0,5,0,127,0,0,0
2008,8,25,13,21,58,12,6.7,8,,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,40,0,0,0,0,0,0,0,2,0,0,700,3,0,0,0,0,0,700
2008,8,30,8,30,54,17,5.9,0,,CHINA:  SICHUAN PROVINCE,26.272,101.937,30,43,1,0,0,589,3,0,4,392000,4,392000,4,43,0,589,0,392000,0
2008,10,6,8,30,45,12,6.3,0,,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,40,9,1,0,0,19,1,0,2,0,3,0,0,9,0,19,0,0,0
2008,11,10,1,22,2,19,6.3,0,,CHINA:  QINGHAI PROVINCE,37.565,95.833,40,0,0,0,0,3,1,4,2,0,2,0,2,0,0,3,4,0,0
2008,12,9,18,53,11,25,4.5,0,,CHINA:  SICHUAN PROVINCE,32.518,105.395,30,2,1,0,0,3,1,0,0,0,0,0,0,2,0,3,0,0,0
2008,12,25,20,20,51,35,4.8,0,,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,30,0,0,0,0,19,1,0,2,30,1,5400,4,0,0,19,0,30,5400
2009,2,20,10,2,29,17,5.5,0,,CHINA:  XINJIANG PROVINCE,40.657,78.692,40,0,0,0,0,0,0,0,3,5613,4,331,3,0,0,0,0,331,5613
2009,7,9,11,19,16,7,5.7,0,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,30,0,0,0,0,336,3,0,3,0,0,0,0,0,0,336,0,0,0
2009,7,24,3,11,56,13,5.8,0,,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,40,0,0,0,0,0,0,0,1,6,1,6,1,0,0,0,0,6,0
2009,8,8,13,26,17,10,3.4,0,,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,30,2,1,0,0,1,1,0,2,440,3,440,3,2,0,1,0,440,0
2009,8,28,1,52,6,13,6.2,0,,CHINA:  QINGHAI PROVINCE,37.696,95.718,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
2009,11,1,21,7,20,25,4.9,0,,CHINA:  YUNNAN PROVINCE,25.962,100.825,30,0,0,0,0,28,1,0,0,1000,3,1000,3,0,0,28,0,1000,30000
2010,1,17,9,37,26,27,4.4,0,,CHINA:  GUIZHOU PROVINCE,25.558,105.804,30,7,1,1,0,9,1,0,0,0,0,0,0,7,1,9,0,0,0
2010,1,30,21,36,58,10,4.7,0,,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,30,1,1,0,0,15,1,0,2,200,3,200,3,1,0,15,0,200,0
2010,2,25,4,56,51,36,4.8,0,,CHINA:  YUNNAN PROVINCE,25.523,101.903,30,0,0,0,0,11,1,0,1,0,0,0,1,0,0,11,0,0,0
2010,4,13,23,49,38,17,6.9,0,,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,0,0,2220,70,12135,500,15000,0
2010,8,29,0,53,31,35,4.9,0,,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,30,0,0,0,0,14,1,0,3,0,0,1001,4,0,0,14,0,0,1001
2011,2,1,7,11,26,31,4.8,0,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,30,0,0,0,0,1,1,0,2,0,0,700,3,0,0,1,0,0,700
2011,3,10,4,58,16,26,5.5,0,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,30,25,1,0,0,250,3,0,3,1039,4,12528,0,25,0,250,0,1039,12528
2011,4,10,9,2,47,43,5.1,0,,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2011,6,8,1,53,26,21,5.3,0,,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,40,0,0,0,0,8,1,0,1,0,0,50,1,0,0,8,0,0,50
2011,6,20,10,16,55,39,5.3,0,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,30,0,0,0,0,4,1,0,2,0,0,0,0,0,0,4,0,0,0
2011,6,26,7,48,16,29,5.3,0,,CHINA:  QINGHAI PROVINCE,32.447,95.948,40,0,0,0,0,0,0,0,1,10,1,0,3,0,0,0,0,10,0
2011,8,9,11,50,22,40,5.0,0,,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,30,0,0,0,0,0,0,0,3,0,0,22823,4,0,0,3,0,0,22823
2011,8,11,10,6,29,10,5.7,0,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,40,0,0,0,0,21,1,0,2,0,0,0,0,0,0,21,0,0,0
2011,11,1,0,21,28,28,5.6,0,,CHINA:  XINJIANG PROVINCE,43.648,82.437,40,0,0,0,0,0,0,10,3,2453,4,0,3,0,0,0,10,2453,0
2011,12,1,12,48,17,32,5.3,0,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,40,0,0,0,0,0,0,0,2,0,0,300,3,0,0,0,0,0,300
2012,6,24,7,59,34,10,5.5,0,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,30,4,1,0,0,394,3,0,4,6768,4,0,0,4,0,394,0,6768,0
2012,6,29,21,7,33,18,6.3,0,,CHINA:  XINJIANG PROVINCE,43.433,84.7,40,0,0,0,0,52,2,68,4,0,0,30000,4,0,0,52,68,0,30000
2012,7,20,12,11,52,10,4.9,0,,CHINA:  JIANGSU PROVINCE,32.978,119.593,30,1,1,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0
2012,9,7,3,19,42,10,5.6,0,,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,30,81,2,0,0,821,3,1000,4,37000,4,133000,4,81,0,821,1000,37000,133000
2012,11,26,5,33,48,10,5.1,0,,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,40,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2013,2,19,2,47,1,10,4.9,0,,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,30,0,0,0,0,8,1,0,2,72,2,949,3,0,0,8,0,72,949
2013,3,3,5,41,16,8,5.4,0,,CHINA:  YUNNAN PROVINCE,25.98,99.812,30,0,0,0,0,30,1,0,3,700,3,2500,4,0,0,30,0,700,2500
2013,3,11,3,1,37,10,5.1,0,,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,40,0,0,0,0,0,0,0,2,864,3,0,0,0,0,0,0,864,0
2013,4,20,0,2,47,14,6.6,0,,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,30,196,3,21,1,11470,4,0,3,0,3,0,3,196,21,11470,0,0,0
2013,7,21,23,45,56,8,6.0,0,,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,30,94,2,5,1,1001,4,1968,4,0,4,22496,4,94,5,1001,0,1968,22496
2013,8,11,21,23,31,6,5.7,0,,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,40,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2013,8,27,20,44,36,10,5.2,0,,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,30,0,0,0,0,0,0,0,1,36,1,36,1,0,0,0,0,36,36
2013,8,31,0,5,15,8,5.8,0,,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,30,5,1,0,0,24,1,0,3,600,3,55500,4,5,0,24,0,600,55500
2013,11,22,22,4,4,10,5.3,0,,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,30,0,0,0,0,0,0,0,2,0,0,5300,4,0,0,0,0,0,5300
2014,2,12,9,19,6,10,6.9,0,,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,40,0,0,0,0,0,0,0,3,67,2,1001,4,0,0,0,0,67,1001
2014,4,4,22,40,44,25,5.4,0,,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,30,0,0,0,0,21,1,0,2,75,2,2700,4,0,0,21,0,75,2700
2014,5,30,1,20,17,10,5.9,0,,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,30,0,0,0,0,45,1,0,4,3390,4,18000,4,0,0,45,0,3390,18000
2014,8,3,8,30,57,12,6.2,0,,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,30,615,3,114,3,3143,4,0,3,25800,4,160400,4,615,114,3143,0,25800,160400
2014,8,16,22,8,4,10,5.0,2,,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,30,0,0,0,0,6,1,0,1,0,0,337,3,0,0,6,0,0,337
2014,10,7,13,50,12,9,6.1,0,,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,30,1,1,0,0,323,3,0,1,0,1,0,0,1,0,323,0,0,0
2014,11,22,8,55,58,9,5.9,3,,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,30,5,1,0,0,65,2,0,3,30,1,27400,4,5,0,65,0,30,27400
2014,12,6,10,20,52,10,5.6,0,,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,30,1,1,0,0,15,1,0,2,434,3,17000,4,1,0,15,0,434,17000
2015,1,14,5,22,23,10,5.3,6,,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,30,0,0,0,0,11,1,0,2,0,0,2000,4,0,0,11,0,0,2000
2015,2,20,22,37,28,10,4.5,0,,CHINA:  YUNNAN PROVINCE,23.01,101.755,30,0,0,0,0,0,0,0,1,0,0,276,3,0,0,0,0,0,276
2015,2,22,6,43,14,12,5.1,0,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,40,0,0,0,0,0,0,14,3,0,0,1728,4,0,0,0,14,0,1728
2015,3,1,10,24,5,11,5.5,0,,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,30,0,0,0,0,39,1,0,3,220,3,15800,4,0,0,39,0,220,15800
2015,3,14,6,14,38,10,4.6,0,,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,30,2,1,0,0,13,1,0,2,155,3,11079,4,2,0,13,0,155,11079
2015,7,3,1,7,1,10,6.4,0,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,40,3,1,0,0,263,3,0,3,3000,4,0,0,3,0,263,0,3000,0
2016,5,11,1,15,47,10,5.5,0,,CHINA:  TIBET (XIZANG PROVINCE),32.038,94.987,40,0,0,0,0,60,2,0,1,0,1,0,0,0,0,60,0,0,0
2017,5,10,21,58,22,10,5.4,0,,CHINA: XINJIANG: QUZGUN,37.659,75.253,40,8,1,0,0,23,1,0,0,1500,4,0,0,8,0,23,0,1500,0
2017,8,8,13,19,49,9,6.5,0,,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,30,25,1,0,0,525,3,500,4,100,2,72500,4,25,0,525,500,100,72500
2017,8,8,23,27,53,26,6.3,0,,CHINA:  XINGJIANG: BORTALA,44.323,82.837,40,0,0,0,0,32,1,0,2,0,0,0,4,0,0,32,0,0,0
2017,11,23,9,43,34,10,5.1,0,,CHINA: CHONGQING: WULONG,29.362,108.104,30,0,0,0,0,8,1,1,2,1,1,30,1,0,0,8,1,1,30
