year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2000,5,4,4,21,16,26,7.6,0,,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,170,46,1,0,0,264,3,30,4,10000,4,0,0,46,0,264,30,10000,0
2000,6,4,16,28,26,33,7.9,6,,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",-4.721,102.087,170,103,3,0,0,2174,4,6,3,0,0,0,0,103,0,2174,6,0,0
2000,6,7,23,45,26,33,6.7,0,,INDONESIA:  SOUTHERN SUMATERA:  LAHAT,-4.612,101.905,170,1,1,0,0,0,0,0,2,0,0,600,3,1,0,0,0,0,600
2000,7,12,1,10,42,33,5.4,0,,"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT",-6.675,106.845,170,0,0,0,0,6,1,0,2,0,0,225,3,0,0,6,0,0,225
2001,10,19,3,28,44,33,7.5,0,,INDONESIA:  BANDA SEA,-4.102,123.907,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,8,15,5,30,26,10,6.2,0,,INDONESIA:   SULAWESI:  TOJO,-1.196,121.333,170,48,1,0,0,0,0,0,2,0,0,200,3,48,0,0,0,0,200
2002,9,20,15,43,35,10,6.4,0,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,170,0,0,0,0,0,0,0,1,0,0,31,1,0,0,0,0,0,31
2002,10,10,10,50,20,10,7.6,0,,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,170,8,1,0,0,632,3,0,3,1000,3,900,3,8,0,632,0,1000,900
2002,11,2,1,26,10,30,7.3,0,,INDONESIA:  SUMATERA:  SIMEULUE,2.824,96.085,170,3,1,0,0,65,2,0,3,0,0,994,3,3,0,65,0,0,994
2003,1,23,0,8,22,33,5.5,6,,INDONESIA:  SUMBAWA ISLAND:  DOMPU,-8.807,118.524,170,0,0,0,0,2,1,0,2,0,0,500,3,0,0,2,0,0,500
2003,3,21,11,38,20,33,4.6,0,,"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA",-6.983,108.468,170,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,800
2003,3,25,2,53,25,33,6.5,0,,INDONESIA:  FLORES:  REO,-8.294,120.743,170,4,1,0,0,20,1,0,1,0,0,0,2,4,0,20,0,0,0
2003,5,26,19,23,27,31,7.0,0,,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,170,1,1,0,0,7,1,0,1,28,1,20,1,1,0,7,0,28,20
2003,8,11,0,19,9,10,6.0,0,,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,170,0,0,0,0,0,0,0,2,0,0,200,3,0,0,0,0,0,200
2003,12,5,23,41,27,33,4.9,0,,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2004,1,1,20,59,31,45,5.8,6,,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,170,1,1,0,0,29,1,12,3,6000,4,0,0,1,0,29,12,6000,0
2004,1,28,22,15,30,17,6.7,0,,INDONESIA:  SERAM,-3.12,127.4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2,5,21,5,2,17,7.0,0,,INDONESIA:  NABIRE,-3.615,135.538,170,37,1,0,0,682,3,1,2,2678,4,0,0,37,0,682,1,2678,0
2004,2,7,2,42,35,10,7.3,0,,INDONESIA:  NABIRE,-4.003,135.023,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,2,16,14,44,39,56,5.1,0,,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,170,5,1,0,0,7,1,0,1,0,0,0,0,5,0,7,0,0,100
2004,2,22,6,46,27,42,6.0,0,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,170,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2004,4,9,1,55,50,66,5.4,0,,INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,4,16,18,32,24,96,5.5,0,,INDONESIA:  BALI,-8.669,114.65,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2004,4,23,1,50,30,66,6.7,0,,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,11,11,21,26,41,10,7.5,0,,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,170,34,1,0,0,400,3,0,3,781,3,16712,4,34,0,400,0,781,16712
2004,11,26,2,25,3,10,7.1,8,,INDONESIA:  NABIRE,-3.609,135.404,170,32,1,0,0,130,3,55,4,328,3,0,0,32,0,130,55,328,0
2004,12,26,0,58,53,30,9.1,0,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,170,1001,4,0,0,0,3,10000,4,0,3,0,3,227899,0,0,10000,0,0
2005,1,23,20,10,12,11,6.3,0,,INDONESIA:  SULAWESI:  PALU,-1.198,119.933,170,1,1,0,0,4,1,0,2,0,0,0,0,1,0,4,0,0,0
2005,2,2,5,55,18,15,4.8,0,,INDONESIA:  JAVA:  GARUT,-7.037,107.819,60,1,1,0,0,0,2,0,2,0,2,0,2,1,0,0,0,0,0
2005,3,28,16,9,36,30,8.6,0,,INDONESIA:  SUMATERA:  SW,2.085,97.108,170,1303,4,0,0,340,3,0,4,300,3,300,3,1313,0,340,0,300,0
2005,4,10,10,29,11,19,6.7,5,,INDONESIA:  PADANG,-1.644,99.607,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,5,1,52,2,21,6.7,0,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7,9,23,59,17,32,5.9,0,,INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,170,0,0,0,0,0,0,0,1,6,1,6,1,0,0,0,0,6,0
2005,7,18,2,4,59,10,5.3,0,,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,170,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2006,1,27,16,58,53,397,7.6,0,,INDONESIA:  BANDA SEA,-5.473,128.131,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3,14,6,57,33,30,6.7,0,,INDONESIA:  SERAM,-3.595,127.214,170,0,0,0,0,0,0,0,2,241,3,0,0,4,0,0,0,241,0
2006,3,28,8,35,43,30,5.0,0,,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,5,12,8,16,56,17,5.5,0,,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,170,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
2006,5,26,22,53,58,13,6.3,0,,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,60,5749,4,0,0,38568,4,3100,4,127000,4,127000,4,5749,0,38568,3100,127000,0
2006,7,17,8,19,25,34,7.7,0,,INDONESIA:  JAVA,-9.254,107.411,170,0,0,0,0,0,0,0,0,0,0,0,0,802,0,498,55,1623,0
2006,11,24,6,33,26,31,5.2,0,,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,11,29,1,32,17,39,6.2,0,,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,170,0,0,0,0,0,0,0,2,50,1,0,0,0,0,0,0,50,0
2006,12,1,14,1,47,43,6.3,0,,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,170,1,1,0,0,14,1,0,1,20,1,0,0,1,0,14,0,20,0
2006,12,17,21,39,17,30,5.8,0,,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859,170,7,1,0,0,100,2,0,3,680,3,0,0,7,0,100,0,680,0
2007,1,21,11,27,45,22,7.5,0,,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,170,4,1,0,0,4,1,0,1,0,0,0,0,4,0,4,0,0,0
2007,3,6,3,49,38,19,6.4,8,,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,170,67,2,0,0,826,3,0,3,43719,4,43719,4,67,0,826,0,43719,0
2007,5,29,9,36,5,24,6.1,0,,INDONESIA: LABUHA,-1.065,127.343,170,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2007,7,26,5,40,16,25,6.9,0,,INDONESIA:  MALUKU:  N,2.872,127.464,170,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
2007,8,8,17,4,58,289,7.5,0,,INDONESIA:  JAVA,-5.968,107.655,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9,9,18,36,37,35,4.8,0,,INDONESIA:  SITUBONDO,-7.783,114.338,170,0,0,0,0,13,1,0,1,0,0,0,0,0,0,13,0,0,0
2007,9,12,11,10,26,34,8.4,0,,INDONESIA:  SUMATRA,-4.438,101.367,60,25,1,0,0,161,3,0,3,56425,4,56425,4,25,0,161,0,56425,0
2007,9,12,23,49,3,35,7.9,0,,INDONESIA:  SUMATRA,-2.625,100.841,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,11,25,16,2,17,35,6.5,0,,INDONESIA:  SUMBAWA ISLAND,-8.277,118.339,170,3,1,0,0,0,3,0,2,0,3,0,0,3,0,0,0,0,0
2008,1,7,3,12,26,12,5.9,0,,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,170,0,0,0,0,6,1,0,1,0,0,22,1,0,0,6,0,0,22
2008,1,22,17,14,57,20,6.1,0,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,170,1,1,0,0,5,1,0,1,0,0,0,0,1,0,5,0,0,0
2008,2,20,8,8,30,26,7.4,0,,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,170,3,1,0,0,25,1,0,0,0,0,0,0,3,0,25,0,0,0
2008,2,25,8,36,33,25,6.5,0,,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,60,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2008,9,9,3,7,27,25,5.4,0,,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,60,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,113
2008,11,16,17,2,32,30,7.3,0,,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,170,6,1,0,0,77,2,0,3,0,0,1000,3,6,0,77,0,0,1000
2009,1,3,19,43,50,17,7.6,0,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,170,5,1,0,0,250,3,0,3,0,0,840,3,5,0,250,0,0,840
2009,1,3,22,33,40,23,7.3,0,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,11,17,34,50,22,7.2,0,,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,170,0,0,0,0,64,2,0,2,0,0,597,3,0,0,64,0,0,597
2009,8,16,7,38,21,20,6.7,0,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,60,0,0,0,0,9,1,0,0,0,0,0,0,0,0,9,0,0,0
2009,9,2,7,55,1,46,7.0,0,,INDONESIA:  JAVA,-7.782,107.297,170,81,2,0,0,1297,3,0,3,0,0,0,0,81,0,1297,0,0,54000
2009,9,18,23,6,57,79,5.7,0,,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,170,0,0,0,0,7,1,0,1,0,0,0,2,0,0,7,0,0,0
2009,9,30,10,16,9,81,7.5,0,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117,4,0,0,1214,4,2200,4,0,3,181665,4,1117,0,1214,2200,0,181665
2009,10,1,1,52,27,10,6.6,0,,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,170,3,1,0,0,0,0,10,3,0,3,0,3,3,0,0,10,0,0
2009,11,8,19,41,43,18,6.6,0,,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,170,2,1,0,0,200,3,2,2,0,0,0,0,2,0,200,2,0,0
2010,1,10,0,25,4,65,5.1,0,,INDONESIA:  JAVA:  GARUT,-7.907,107.879,60,1,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0
2010,4,6,22,15,1,31,7.8,0,,INDONESIA:  SUMATRA,2.383,97.048,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,9,5,59,41,38,7.2,0,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,6,16,3,16,27,18,7.0,6,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,170,17,1,0,0,0,0,0,3,2556,4,0,0,17,0,0,0,2556,0
2010,10,25,14,42,22,20,7.8,0,,INDONESIA:  SUMATRA,-3.487,100.082,60,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,39,700,0
2011,4,24,23,7,51,8,6.1,0,,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,170,0,0,0,0,14,1,0,2,0,2,0,0,0,0,14,0,0,0
2011,9,5,17,55,11,91,6.7,0,,INDONESIA:  SUMATRA,2.965,97.893,60,10,1,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,0
2012,4,11,8,38,36,20,8.6,0,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,60,10,1,0,0,12,1,0,1,0,0,0,2,10,0,12,0,0,0
2012,4,11,10,43,10,25,8.2,0,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6,4,11,18,13,50,5.8,0,,INDONESIA:  JAVA,-7.692,106.371,60,0,0,0,0,2,1,0,1,0,0,23,1,0,0,2,0,0,23
2012,7,25,0,27,45,22,6.5,0,,INDONESIA: BANDA ACEH,2.707,96.045,60,1,1,0,0,0,0,0,1,0,0,20,1,1,0,0,0,0,20
2012,8,18,9,41,52,10,6.3,0,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,170,6,1,0,0,43,1,0,4,471,3,1097,4,6,0,43,0,471,1097
2013,1,21,22,22,52,12,6.1,0,,INDONESIA:  SUMATERA:  N,4.927,95.907,60,1,1,0,0,15,1,0,1,0,0,71,2,1,0,15,0,0,71
2013,6,22,5,42,39,47,5.1,0,,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,60,0,0,0,0,50,1,0,3,5370,3,1700,4,0,0,50,0,5370,1700
2013,7,2,7,37,2,13,6.1,0,,INDONESIA:  BANDA ACEH,4.645,96.665,60,42,1,0,0,2500,4,0,3,20401,4,0,0,42,6,2500,0,20401,0
2013,7,8,2,13,40,60,5.7,0,,INDONESIA:  JAVA,-8.803,113.002,60,0,0,0,0,1,1,0,1,124,3,0,0,0,0,1,0,124,0
2013,10,22,5,40,1,10,5.5,5,,INDONESIA:  BANDA ACEH,5.103,95.971,60,1,1,0,0,2,1,0,1,0,0,160,3,1,0,2,0,0,160
2014,1,25,5,14,51,66,6.1,5,,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,60,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0
2014,11,15,2,32,12,45,7.1,5,,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,27,21,42,11,48,7.0,5,,INDONESIA:  PAPUA,-2.629,138.528,170,1,1,0,0,0,0,0,1,1,1,6,1,1,0,0,0,1,6
2015,9,24,15,53,0,10,6.6,5,,INDONESIA:  SORONG,-0.59,131.27,170,0,0,0,0,62,2,0,2,0,0,260,3,0,0,62,0,0,260
2015,11,4,3,44,19,20,6.5,5,,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,170,0,0,0,0,0,0,9,3,0,0,1468,4,0,0,0,9,0,1468
2016,1,16,23,22,4,4,5.6,3,,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,170,1,1,0,0,22,1,0,1,0,0,230,3,1,0,22,0,0,230
2016,3,2,12,49,11,24,7.8,5,,INDONESIA: SUMATRA:,-4.952,94.33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,7,19,15,16,38,6.3,0,,INDONESIA:  MALUKU:  TERNATE ISLAND,1.295,126.355,170,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2016,7,31,23,40,0,10,5.9,0,,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.218,117.816,60,0,0,0,0,4,1,0,2,0,0,700,3,0,0,4,0,0,700
2016,12,6,22,3,32,8,6.5,0,,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.281,96.108,60,104,3,0,0,600,3,233,4,245,3,18752,4,104,0,857,233,245,18752
2017,5,29,14,35,21,12,6.8,0,,INDONESIA:  SULAWESI:  POSO,-1.289,120.453,170,0,0,0,0,25,1,0,2,5,1,348,3,0,0,25,0,5,348
2017,10,31,11,50,48,6,6.1,0,,INDONESIA:  MALUKU:  AMBON,-3.745,127.752,170,1,1,0,0,0,0,0,1,0,0,14,1,1,0,0,0,0,14
2017,11,18,16,7,2,20,5.9,0,,INDONESIA: NORTH MALUKU: MOROTAI,2.382,128.144,170,1,1,0,0,0,0,0,2,0,0,294,3,1,0,0,0,0,294
2017,12,15,16,47,56,92,6.5,0,,INDONESIA:  JAVA,-7.734,108.023,60,4,1,0,0,36,1,0,2,0,0,4825,4,4,0,36,0,0,4825
