year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2003,8,21,12,12,49,28,7.2,0,,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,9,29,18,22,32,32,4.8,0,,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,7,18,4,22,22,5,5.4,0,,"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38.0,176.51,170,1,1,0,0,2,1,0,2,0,0,5,1,1,0,2,0,0,5
2004,11,22,20,26,23,10,7.1,0,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,1,20,18,56,30,39,5.3,0,,NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,9,30,5,23,34,10,7.4,0,,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,10,15,12,29,36,26,6.8,0,,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,12,20,7,55,15,20,6.6,7,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,170,1,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,3,0
2008,8,25,11,25,19,32,5.5,0,,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,170,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009,7,15,9,22,29,12,7.8,0,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,9,3,16,35,47,12,7.0,9,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,0,0,0,0,2,1,6500,4,0,0,0,3,0,0,2,6500,0,0
2010,9,6,11,24,1,9,5.0,5,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,9,6,22,48,33,21,5.1,6,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,9,7,19,49,57,6,5.0,7,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,12,25,21,30,15,5,4.5,0,,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,170,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,20
2011,2,21,23,51,42,6,6.1,0,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,170,181,3,0,0,1500,4,15000,4,100000,4,0,0,181,0,1500,15000,100000,0
2011,6,13,2,20,49,6,6.0,0,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,170,1,1,0,0,45,1,3000,4,100,2,0,0,1,0,45,3000,100,0
2011,12,3,6,19,10,56,5.3,0,,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,170,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2011,12,23,0,58,38,10,5.8,0,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,170,0,0,0,0,60,2,0,1,0,0,0,1,0,0,60,0,0,0
2013,7,21,5,9,31,17,6.5,0,,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,170,0,0,0,0,5,1,0,1,0,0,35,1,0,0,5,0,0,35
2013,8,16,2,31,47,12,6.5,6,,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.731,174.027,170,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0
2014,1,20,2,52,35,28,6.1,7,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,6,23,19,20,34,20,6.9,0,,NEW ZEALAND:  SSE OF RAOUL ISLAND,-29.977,-177.725,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9,1,16,37,57,19,7.1,6,,NEW ZEALAND:  GISBORNE,-37.401,179.055,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,11,13,11,2,56,53,7.8,0,,NEW ZEALAND:  AMBERLEY,-42.757,173.077,170,2,1,0,0,0,0,0,2,0,0,0,1,2,0,0,3900,1,0
