year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2003,1,11,17,45,30.6,5671,33,5.2,0,IRAN,,29.59,51.474,140,0,0,0,0,0,2,0,3,650,3,650,3,0,0,0,0,650,1350,"IRAN:  KAZERUN, NURABAD"
2003,1,20,8,43,6.0,5672,33,7.3,0,SOLOMON ISLANDS,,-10.491,160.77,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL"
2003,1,22,2,6,34.6,5673,24,7.5,8,MEXICO,,18.77,-104.104,150,29,1,0,0,300,3,0,3,2005,4,6615,4,29,0,300,0,2005,6615,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"
2003,1,23,0,8,22.8,5674,33,5.5,6,INDONESIA,,-8.807,118.524,170,0,0,0,0,2,1,0,2,0,0,500,3,0,0,2,0,0,500,INDONESIA:  SUMBAWA ISLAND:  DOMPU
2003,1,26,19,57,3.2,5675,7,4.7,7,ITALY,,43.883,11.96,130,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA"
2003,1,27,5,26,23.0,5676,10,6.1,0,TURKEY,,39.5,39.878,140,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,"TURKEY:  SAGLAMTAS, PULUMUR"
2003,2,13,17,34,20.9,5685,24,5.3,0,CHINA,,43.897,85.923,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHINA:  N. XINJIANG:  URUMQI
2003,2,15,5,47,58.9,5700,10,5.8,6,PHILIPPINES,,12.171,123.921,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PHILIPPINES: LUZON:  DIMASALANG
2003,2,15,11,1,59.8,5701,10,6.3,6,PHILIPPINES,,12.168,124.079,170,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,"PHILIPPINES: MASBATE, DIMASALANG"
2003,2,22,12,19,10.5,5680,1,5.2,6,USA,CA,34.31,-116.848,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALIFORNIA:  BIG BEAR CITY
