year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2000,4,5,4,36,58,38,5.5,0,,GREECE:  CRETE,34.22,25.69,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,26,0,21,36,10,6.5,0,,GREECE:  SKYROS,39.059,24.244,130,0,0,0,0,0,0,0,1,0,0,100,2,0,0,0,0,0,100
2002,12,2,4,58,55,10,5.7,0,,"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,130,0,0,0,0,17,1,0,2,8,1,100,2,0,0,17,0,8,100
2003,6,9,7,6,39,18,5.2,0,,"GREECE:  GONNOI, LARISA",39.893,22.309,130,0,0,0,0,0,0,0,1,0,0,50,1,0,0,0,0,0,50
2003,8,14,5,14,54,10,6.3,0,,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,130,0,0,0,0,50,1,0,2,0,0,0,2,0,0,50,0,0,0
2004,3,1,0,35,58,9,5.2,0,,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,130,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2004,11,4,6,22,39,74,5.2,0,,GREECE:  CRETE:  ANTIKYTHIRA,35.945,23.115,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,1,8,11,34,55,66,6.7,0,,GREECE:  SOUTHERN,36.311,23.212,130,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0
2006,4,11,0,2,41,18,5.5,0,,GREECE:  ZAKYNTHOS,37.64,20.92,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,3,25,13,57,58,15,5.8,6,,"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2008,6,8,12,25,29,16,6.3,0,,"GREECE:  ACHAIA, ILEIA",37.963,21.525,130,2,1,0,0,240,3,0,3,1156,4,0,0,2,0,240,0,1156,0
2013,8,7,9,6,2,0,5.5,0,,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,130,0,0,0,0,0,0,0,2,100,2,0,0,0,0,0,0,100,0
2013,10,12,13,11,35,40,6.6,7,,GREECE:  CRETE:  CHANIA,35.514,23.252,130,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2014,1,26,13,55,21,8,6.1,7,,GREECE:  KEFALONIA,38.208,20.453,130,0,0,0,0,6,1,178,4,0,0,0,1,0,0,6,178,0,0
2014,2,3,3,8,29,4,6.0,3,,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,130,0,0,0,0,16,1,0,1,0,0,0,1,0,0,16,0,0,0
2014,5,24,9,25,5,23,6.9,6,,"GREECE, TURKEY",40.24,25.33,130,3,1,0,0,266,3,450,4,0,0,0,2,3,0,266,4500,0,0
2015,11,17,7,10,3,11,6.5,0,,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,130,2,1,0,0,4,1,0,2,1,1,0,2,2,0,4,0,1,0
2017,6,12,12,28,38,10,6.3,0,,GREECE: LESBOS,38.932,26.364,130,1,1,0,0,15,1,0,2,10,1,250,3,1,0,15,0,10,250
