year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2009,1,3,19,43,50.6,8204,17,7.6,0,INDONESIA,,-0.414,132.885,170,5,1,0,0,250,3,0,3,0,0,840,3,5,0,250,0,0,840,PAPUA NEW GUINEA:  NEAR NORTH COAST
2009,1,3,22,33,40.2,8211,23,7.3,0,INDONESIA,,-0.691,133.305,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAPUA NEW GUINEA:  NEAR NORTH COAST
2009,1,8,19,21,35.6,8210,14,6.1,0,COSTA RICA,,10.165,-84.197,100,23,1,17,1,100,2,0,3,518,3,0,0,23,17,100,0,518,0,COSTA RICA:  LA PAZ
2009,1,15,17,49,39.0,8250,36,7.4,0,RUSSIA,,46.857,155.154,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSSIA:  KURIL ISLANDS
2009,1,21,18,17,3.3,8258,10,4.6,0,PERU,,-11.779,-75.626,160,0,0,0,0,0,0,0,2,50,1,500,3,0,0,0,0,50,500,PERU:  PACCHA
2009,2,11,17,34,50.8,8251,22,7.2,0,INDONESIA,,3.884,126.397,170,0,0,0,0,64,2,0,2,0,0,597,3,0,0,64,0,0,597,INDONESIA:  KEPULAUAN TALAUD
2009,2,20,3,48,48.2,8278,10,5.4,0,PAKISTAN,,34.204,73.899,60,0,0,0,0,44,1,0,1,0,0,0,0,0,0,44,0,0,0,PAKISTAN; INDIA:  KASHMIR
2009,2,20,10,2,29.1,8279,17,5.5,0,CHINA,,40.657,78.692,40,0,0,0,0,0,0,0,3,5613,4,331,3,0,0,0,0,331,5613,CHINA:  XINJIANG PROVINCE
2009,3,19,18,17,40.9,8259,34,7.6,0,TONGA,,-23.046,-174.659,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TONGA ISLANDS
2009,3,26,4,44,11.6,8298,10,4.1,0,INDIA,,22.399,85.903,60,0,0,0,0,5,1,0,1,0,0,0,0,0,0,5,0,0,0,INDIA:  CHAIBASA
2009,3,31,17,50,34.1,8299,36,4.4,0,NICARAGUA,,13.452,-86.06,100,0,0,0,0,0,0,0,1,3,1,10,1,0,0,0,0,3,10,NICARAGUA:  SAN JUAN DEL RIO COCO
2009,4,6,1,32,39.0,8264,9,6.3,0,ITALY,,42.334,13.334,130,309,3,0,0,1500,4,2500,4,15000,4,0,0,309,0,1500,2500,15000,0,ITALY:  L'AQUILA
2009,4,7,17,47,37.0,8277,15,5.5,0,ITALY,,42.275,13.464,130,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,ITALY:  L'AQUILA
2009,4,9,1,46,58.2,8317,44,5.2,0,INDIA,,27.143,70.749,60,0,0,0,0,6,1,0,2,0,0,0,0,0,0,6,0,0,0,INDIA:  JAISALMER
2009,4,16,21,27,51.3,8318,6,5.4,0,AFGHANISTAN,,34.185,70.076,40,19,1,0,0,51,2,0,2,200,3,200,3,19,0,51,0,200,0,AFGHANISTAN:  NANGARHAR
2009,5,17,19,50,6.2,8379,10,4.6,0,SAUDI ARABIA,,25.212,37.597,140,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,SAUDI ARABIA: WESTERN
2009,5,19,17,35,0.6,8380,2,5.7,0,SAUDI ARABIA,,25.292,37.744,140,0,0,0,0,7,1,0,0,0,0,0,0,0,0,7,0,0,0,SAUDI ARABIA: WESTERN
2009,5,19,19,29,48.9,8381,21,4.9,0,INDIA,,33.198,75.787,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,INDIA:  KASHMIR
2009,5,24,16,17,50.8,8382,0,5.3,0,MACEDONIA,,41.303,22.714,130,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BALKANS NW:  MACEDONIA
2009,5,28,8,24,45.0,8297,10,7.3,0,HONDURAS,,16.72,-86.236,90,7,1,0,0,40,1,0,2,135,3,25,1,7,0,40,0,135,25,HONDURAS:  NORTHERN; BELIZE
2009,5,29,6,20,14.6,8384,13,5.7,0,VANUATU,,-17.026,168.329,170,0,0,0,0,10,1,0,1,0,2,0,2,0,0,10,0,0,0,VANUATU ISLANDS:  TONGOA
2009,6,2,2,17,3.5,8385,15,6.3,0,VANUATU,,-17.757,167.949,170,0,0,0,0,4,1,0,1,0,0,0,0,0,0,4,0,0,0,VANUATU ISLANDS:  TONGOA
2009,6,13,17,17,38.2,8383,15,5.4,0,KAZAKHSTAN,,44.724,78.864,40,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,KAZAKHSTAN:  TEKELI
2009,7,4,6,49,35.5,8388,38,6.0,5,PANAMA,,9.59,-78.966,100,0,0,0,0,32,1,0,1,0,0,0,0,0,0,32,0,0,10,PANAMA: PANAMA CITY
2009,7,9,11,19,16.2,8389,7,5.7,0,CHINA,,25.632,101.095,30,0,0,0,0,336,3,0,3,0,0,0,0,0,0,336,0,0,0,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY
2009,7,15,9,22,29.0,8357,12,7.8,0,NEW ZEALAND,,-45.762,166.562,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND
2009,7,24,3,11,56.8,8390,13,5.8,0,CHINA,,31.158,85.902,40,0,0,0,0,0,0,0,1,6,1,6,1,0,0,0,0,6,0,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN
2009,8,8,13,26,17.5,8492,10,3.4,0,CHINA,,29.358,105.438,30,2,1,0,0,1,1,0,2,440,3,440,3,2,0,1,0,440,0,CHINA:  CHONGQING PROVINCE:  RONGCHANG
2009,8,10,19,55,35.6,8378,5,7.5,0,INDIA,,14.099,92.888,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INDIA:  ANDAMAN I
2009,8,10,20,7,9.1,8377,40,6.4,0,JAPAN,,34.743,138.264,30,1,1,0,0,123,3,0,3,0,0,5192,4,1,0,123,0,0,5192,JAPAN:  HONSHU:  S COAST
2009,8,16,7,38,21.7,8472,20,6.7,0,INDONESIA,,-1.479,99.49,60,0,0,0,0,9,1,0,0,0,0,0,0,0,0,9,0,0,0,INDONESIA:  SUMATRA:  PADANG
