year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2010,2,27,6,34,11.5,8872,23,8.8,9,CHILE,,-36.122,-72.898,160,402,3,0,0,12000,4,30000,4,0,0,500000,4,558,0,12000,30000,0,500000,"CHILE:  MAULE, CONCEPCION, TALCAHUANO"
2010,2,27,15,45,37.0,9053,10,6.3,0,ARGENTINA,,-24.872,-65.602,160,2,1,0,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,ARGENTINA:  SALTA
2010,3,4,0,18,51.2,9152,21,6.3,0,TAIWAN,,22.918,120.795,30,0,0,0,0,96,2,1000,4,0,0,0,0,0,0,96,1000,0,340,TAIWAN:  KAO-HSIUNG
2010,3,8,2,32,34.7,8892,12,6.1,0,TURKEY,,38.864,39.986,140,51,2,0,0,100,2,0,2,287,3,287,3,51,0,100,0,287,700,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI"
2010,3,11,14,39,43.9,8912,11,6.9,0,CHILE,,-34.29,-71.891,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILE:  RANCAGUA
2010,3,30,16,54,46.7,9372,34,6.7,0,INDIA,,13.667,92.831,60,0,0,0,0,10,1,0,2,0,0,0,0,0,0,10,0,0,0,INDIA: ANDAMAN ISLANDS:  DIGLIPUR
2010,4,4,22,40,43.1,8932,4,7.2,0,MEXICO,,32.297,-115.278,150,2,1,0,0,233,3,1150,4,0,0,0,3,2,0,233,1150,0,0,MEXICO:  BAJA CALIFORNIA
2010,4,6,22,15,1.5,8973,31,7.8,0,INDONESIA,,2.383,97.048,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INDONESIA:  SUMATRA
2010,4,13,23,49,38.3,8972,17,6.9,0,CHINA,,33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,0,0,2220,70,12135,500,15000,0,CHINA:  QINGHAI PROVINCE:  YUSHU
2010,4,18,20,28,50.2,9012,13,5.6,0,AFGHANISTAN,,35.633,67.658,40,11,1,0,0,70,2,0,4,2000,4,0,0,11,0,70,0,2000,0,AFGHANISTAN:  SAMANGAN PROVINCE
2010,4,20,0,17,8.0,9033,0,5.2,0,AUSTRALIA,,-30.794,121.406,170,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0,AUSTRALIA:  KALGOORLIE
2010,5,1,22,36,29.3,9512,36,4.5,0,INDIA,,30.099,80.026,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDIA:  CHAMOLI
2010,5,6,2,42,47.9,9513,37,6.2,0,PERU,,-18.058,-70.547,160,0,0,0,0,11,1,0,2,0,0,0,0,0,0,11,0,0,0,PERU:  TACNA
2010,5,9,5,59,41.6,9092,38,7.2,0,INDONESIA,,3.748,96.018,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND
2010,5,14,12,29,22.3,9132,2,5.2,0,ALGERIA,,35.9,4.12,15,2,1,0,0,43,1,0,0,0,0,0,0,2,0,43,0,0,0,ALGERIA:  NORTHERN:  BENI YELLMAN
2010,5,16,5,16,10.0,9514,113,5.8,0,USA TERRITORY,PR,18.4,-67.07,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"PUERTO RICO:  LARES, VEGA BAJA"
2010,5,29,11,46,50.3,9172,10,4.4,0,USA TERRITORY,MP,16.591,145.682,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ANATAHAN REGION, N. MARIANA ISLANDS"
2010,6,12,19,26,50.4,9252,35,7.5,6,INDIA,,7.881,91.936,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INDIA:  LITTLE NICOBAR ISLAND
2010,6,15,4,26,58.4,9764,5,5.8,0,USA,,32.7,-115.921,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALIFORNIA:  OCOTILLO
2010,6,16,3,16,27.5,9292,18,7.0,6,INDONESIA,,-2.174,136.543,170,17,1,0,0,0,0,0,3,2556,4,0,0,17,0,0,0,2556,0,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN
2010,6,18,23,9,31.0,9765,20,5.9,0,INDIA,,13.197,93.087,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR
2010,6,22,23,14,10.8,9766,16,5.2,0,INDIA,,29.872,80.428,60,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,INDIA:  TAULI
2010,6,23,17,41,41.0,9373,22,5.2,6,CANADA,,45.88,-75.48,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD"
2010,6,30,7,22,27.6,9767,20,6.2,0,MEXICO,,16.396,-97.782,150,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MEXICO:  SAN ANDRES HUAXPALTEPEC
2010,7,20,19,38,9.5,9412,10,5.8,0,IRAN,,27.022,53.861,140,1,1,0,0,32,1,0,2,0,0,0,3,1,0,32,0,0,0,IRAN:  FARSINAJ
2010,7,23,22,51,12.4,9432,586,7.6,4,PHILIPPINES,,6.486,123.467,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHILIPPINES:  CELEBES SEA:  MORO GULF
2010,7,30,13,50,13.2,9769,24,5.4,0,IRAN,,35.217,59.308,140,0,0,0,0,274,3,0,3,0,0,0,0,0,0,274,0,0,0,IRAN:  TORBET-I-HEYDARIYEH
2010,8,10,5,23,44.9,9452,25,7.2,7,VANUATU,,-17.541,168.069,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VANUATU ISLANDS
2010,8,12,11,54,15.5,9770,207,7.1,0,ECUADOR,,-1.266,-77.306,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ECUADOR:  MANTA, GUAYAQUIL, LOJA"
2010,8,13,21,19,33.0,9612,10,6.9,0,USA TERRITORY,GU,12.484,141.476,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GUAM, NORTHERN MARIANA ISLANDS"
2010,8,27,19,23,49.5,9472,7,5.7,0,IRAN,,35.49,54.47,140,3,1,0,0,200,3,0,3,700,3,0,0,3,0,200,0,700,0,IRAN:  DAMGHAN-TORUD
2010,8,29,0,53,31.4,9771,35,4.9,0,CHINA,,27.197,103.005,30,0,0,0,0,14,1,0,3,0,0,1001,4,0,0,14,0,0,1001,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA"
2010,9,3,16,35,47.7,9492,12,7.0,9,NEW ZEALAND,,-43.522,171.83,170,0,0,0,0,2,1,6500,4,0,0,0,3,0,0,2,6500,0,0,NEW ZEALAND:  CHRISTCHURCH
2010,9,6,11,24,1.5,9772,9,5.0,5,NEW ZEALAND,,-43.57,172.388,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH
2010,9,6,22,48,33.2,9773,21,5.1,6,NEW ZEALAND,,-40.433,176.818,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU
2010,9,7,19,49,57.4,9774,6,5.0,7,NEW ZEALAND,,-43.598,172.69,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY
2010,9,10,17,24,16.6,9775,10,4.8,5,BANGLADESH,,23.407,90.648,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BANGLADESH:  NARAYANGANJ
2010,9,27,11,22,46.0,9552,27,5.8,0,IRAN,,29.647,51.665,140,1,1,0,0,3,1,0,1,0,1,0,0,1,0,3,0,0,0,IRAN:  SHIRAZ
2010,10,10,21,44,25.9,9777,33,5.2,0,PAKISTAN,,33.869,72.887,60,1,1,0,0,15,1,0,2,0,0,100,1,1,0,15,0,0,100,"PAKISTAN:  KHANPUR, HARIPUR"
2010,10,25,14,42,22.0,9592,20,7.8,0,INDONESIA,,-3.487,100.082,60,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,39,700,0,INDONESIA:  SUMATRA
2010,11,3,0,56,55.0,9632,1,5.5,6,SERBIA,,43.76,20.673,130,2,1,0,0,100,2,0,3,1000,3,5000,4,2,0,100,0,1000,5000,BALKANS NW: SERBIA:  KRALJEVO
2010,11,6,3,52,20.0,9803,5,4.9,0,IRAN,,33.37,48.94,140,0,0,0,0,104,3,0,1,0,0,0,2,0,0,104,0,0,0,IRAN:  DORUD-RAZAN
2010,11,12,9,37,19.9,9825,27,4.7,0,PAKISTAN,,30.178,67.117,60,0,0,0,0,12,1,0,1,0,0,0,2,0,0,12,0,0,0,PAKISTAN:  QUETTA
2010,12,16,12,14,24.5,9827,10,5.1,0,ETHIOPIA,,7.521,37.839,10,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA"
2010,12,19,5,5,30.0,9826,5,3.7,0,USA,OK,35.827,-96.772,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,OKLAHOMA:  LUTHER
2010,12,20,18,41,59.2,9760,12,6.5,0,IRAN,,28.412,59.18,140,7,1,0,0,25,1,0,3,0,3,1800,4,7,0,25,0,0,1800,IRAN:  KERMAN
2010,12,21,17,19,40.6,9759,14,7.4,0,JAPAN,,26.901,143.698,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  BONIN ISLANDS
2010,12,25,13,16,37.0,9761,16,7.3,0,VANUATU,,-19.702,167.947,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,VANUATU ISLANDS
2010,12,25,21,30,15.7,9828,5,4.5,0,NEW ZEALAND,,-43.55,172.647,170,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,20,NEW ZEALAND:  CHRISTCHURCH
