year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2010,1,2,2,15,12.0,8693,47,5.1,0,TAJIKISTAN,,38.245,71.467,40,0,0,0,0,0,0,1,2,98,2,1000,3,0,0,0,1,98,1000,TAJIKISTAN
2010,1,3,21,48,5.3,8672,26,6.6,0,SOLOMON ISLANDS,,-8.743,157.477,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLOMON ISLANDS
2010,1,3,22,36,27.9,8673,25,7.1,0,SOLOMON ISLANDS,,-8.799,157.346,170,0,0,0,0,0,0,0,1,16,1,60,2,0,0,0,0,16,60,SOLOMON ISLANDS
2010,1,5,12,15,32.2,8692,15,6.8,0,SOLOMON ISLANDS,,-9.019,157.551,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLOMON ISLANDS
2010,1,10,0,25,4.2,8992,65,5.1,0,INDONESIA,,-7.907,107.879,60,1,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,INDONESIA:  JAVA:  GARUT
2010,1,10,0,27,39.3,8712,29,6.5,0,USA,CA,40.652,-124.692,150,0,0,0,0,30,1,21,3,0,0,0,0,0,0,30,21,0,0,CALIFORNIA:  OFF COAST NORTHERN
2010,1,12,21,53,10.0,8732,13,7.0,0,HAITI,,18.457,-72.533,90,316000,4,0,0,30000,4,8000,4,97294,4,188383,4,316000,0,300000,8000,97294,188383,HAITI:  PORT-AU-PRINCE
2010,1,15,18,0,46.7,8993,8,5.5,0,VENEZUELA,,10.454,-63.475,160,0,0,0,0,11,1,0,1,0,0,3,1,0,0,11,0,0,3,VENEZUELA:  CARIACO
2010,1,16,20,23,37.0,8994,5,5.0,0,IRAN,,32.45,48.3,140,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150,IRAN:  KHUZESTAN:  ARRJAN
2010,1,17,9,37,26.1,8995,27,4.4,0,CHINA,,25.558,105.804,30,7,1,1,0,9,1,0,0,0,0,0,0,7,1,9,0,0,0,CHINA:  GUIZHOU PROVINCE
2010,1,30,21,36,58.0,8752,10,4.7,0,CHINA,,30.268,105.668,30,1,1,0,0,15,1,0,2,200,3,200,3,1,0,15,0,200,0,CHINA:  SICHUAN PROVINCE: MOXI
2010,2,25,4,56,51.9,9052,36,4.8,0,CHINA,,25.523,101.903,30,0,0,0,0,11,1,0,1,0,0,0,1,0,0,11,0,0,0,CHINA:  YUNNAN PROVINCE
2010,2,26,20,31,26.9,9032,25,7.0,0,JAPAN,,25.93,128.425,30,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,"JAPAN:  TORI SHIMA, OKINAWA"
