year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2005,1,10,18,47,30.1,5836,32,5.4,0,IRAN,,37.103,54.574,140,0,0,0,0,110,3,0,0,0,0,0,0,0,0,110,0,0,0,IRAN:  GORGAN
2005,1,19,6,11,36.4,6640,28,6.6,0,JAPAN,,34.064,141.491,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  EAST COAST HONSHU
2005,1,20,18,56,30.7,5838,39,5.3,0,NEW ZEALAND,,-41.223,175.21,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND:  NORTH ISLAND
2005,1,23,20,10,12.1,5839,11,6.3,0,INDONESIA,,-1.198,119.933,170,1,1,0,0,4,1,0,2,0,0,0,0,1,0,4,0,0,0,INDONESIA:  SULAWESI:  PALU
2005,1,24,23,23,26.1,5840,17,6.1,0,ECUADOR,,-1.364,-80.785,160,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO"
2005,1,25,16,30,38.9,5842,12,4.8,0,CHINA,,22.526,100.709,30,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0,CHINA:  YUNNAN PROVINCE:  SIMAO
2005,1,25,16,44,16.1,5841,41,5.9,0,TURKEY,,37.622,43.703,140,2,1,0,0,22,1,0,1,0,0,0,0,2,0,22,0,0,0,TURKEY:  HAKKARI
2005,1,29,7,41,31.0,5843,5,4.4,0,SPAIN,,37.91,-1.82,130,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"SPAIN:  LA PACA, ZARCILLA DE RAMOS"
2005,2,2,5,55,18.2,5844,15,4.8,0,INDONESIA,,-7.037,107.819,60,1,1,0,0,0,2,0,2,0,2,0,2,1,0,0,0,0,0,INDONESIA:  JAVA:  GARUT
2005,2,14,18,5,59.3,9112,12,5.8,0,GUADELOUPE,,15.775,-61.744,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUADELOUPE
2005,2,14,23,38,8.6,5846,22,6.1,0,CHINA,,41.728,79.44,40,0,0,0,0,0,0,0,3,6000,4,0,0,0,0,0,0,6000,0,CHINA:  XINJIANG PROVINCE:  WUSHI
