year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2011,1,5,16,32,24.2,9762,24,4.5,0,IRAN,,30.16,51.62,140,0,0,0,0,16,1,0,2,0,0,0,0,0,0,16,0,0,0,IRAN:  FARS PROVINCE
2011,1,9,10,3,44.2,9811,24,6.5,0,VANUATU,,-19.157,168.311,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VANUATU ISLANDS
2011,1,18,20,23,23.4,9763,68,7.2,0,PAKISTAN,,28.777,63.951,60,3,1,0,0,0,2,0,2,200,3,200,3,3,0,0,0,0,200,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN"
2011,2,1,7,11,26.0,9830,31,4.8,0,CHINA,,24.693,97.943,30,0,0,0,0,1,1,0,2,0,0,700,3,0,0,1,0,0,700,CHINA:  YUNNAN PROVINCE:  PINGYUAN
2011,2,4,13,53,46.2,9831,85,6.3,0,MYANMAR (BURMA),,24.618,94.68,60,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,MYANMAR (BURMA):  MONYWA
2011,2,11,20,5,30.7,9776,28,6.8,0,CHILE,,-36.474,-73.125,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILE:  OFF COAST CENTRAL
2011,2,17,22,47,21.5,9832,1,3.1,0,USA,,38.947,-107.497,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COLORADO:  PAONIA
2011,2,21,23,51,42.3,9779,6,6.1,0,NEW ZEALAND,,-43.583,172.68,170,181,3,0,0,1500,4,15000,4,100000,4,0,0,181,0,1500,15000,100000,0,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON"
2011,3,3,15,12,1.4,9835,50,5.5,0,PHILIPPINES,,9.457,125.935,170,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,PHILIPPINES:  MINDANAO
2011,3,9,2,45,20.3,9797,32,7.5,0,JAPAN,,38.435,142.842,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  HONSHU:  E COAST
2011,3,10,4,58,16.0,9836,26,5.5,0,CHINA,,24.719,97.969,30,25,1,0,0,250,3,0,3,1039,4,12528,0,25,0,250,0,1039,12528,CHINA:  YUNNAN PROVINCE:  PINGYUAN
2011,3,11,5,46,24.1,9799,30,9.1,0,JAPAN,,38.297,142.372,30,1476,4,0,0,6152,4,220000,4,127511,4,273796,4,18453,0,6152,220085,127511,273796,JAPAN:  HONSHU
2011,3,11,6,15,40.2,9805,43,7.9,0,JAPAN,,36.281,141.111,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  NEAR E COAST HONSHU
2011,3,11,6,25,50.3,9806,19,7.6,0,JAPAN,,38.058,144.59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  OFF EAST COAST HONSHU
2011,3,24,13,55,12.0,9801,8,6.8,0,MYANMAR (BURMA),,20.687,99.822,60,75,2,0,0,123,3,3,2,0,0,10104,4,75,0,123,3,0,10104,MYANMAR:  TACHILEK
2011,4,4,11,31,43.0,9848,26,5.4,0,NEPAL,,29.698,80.754,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH"
2011,4,7,14,32,43.2,9804,42,7.1,0,JAPAN,,38.276,141.588,30,3,1,0,0,132,3,0,1,0,0,0,0,3,0,132,0,0,0,JAPAN: NEAR E COAST HONSHU
2011,4,10,9,2,47.3,9847,43,5.1,0,CHINA,,31.373,100.757,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CHINA:  SICHUAN PROVINCE:  LUHUO
2011,4,11,8,16,12.7,9841,11,6.6,0,JAPAN,,37.001,140.401,30,7,1,0,0,0,0,0,1,3,1,0,0,7,0,0,0,3,0,JAPAN:  HONSHU
2011,4,24,23,7,51.4,9864,8,6.1,0,INDONESIA,,-4.586,122.771,170,0,0,0,0,14,1,0,2,0,2,0,0,0,0,14,0,0,0,INDONESIA:   SULAWESI:  KENDARI
2011,5,11,16,47,25.7,9821,1,5.1,0,SPAIN,,37.699,-1.672,130,10,1,0,0,0,3,0,1,0,1,0,1,10,0,0,0,0,0,SPAIN:  LORCA
2011,5,19,21,12,51.0,9833,7,4.3,0,TURKEY,,39.12,29.04,140,2,1,0,0,125,3,0,1,0,0,0,2,2,0,125,0,0,0,TURKEY:  SIMAV
2011,6,8,1,53,26.0,9857,21,5.3,0,CHINA,,43.015,88.247,40,0,0,0,0,8,1,0,1,0,0,50,1,0,0,8,0,0,50,CHINA:  XINJIANG PROVINCE:  DABANCHENG
2011,6,13,2,20,49.3,9858,6,6.0,0,NEW ZEALAND,,-43.564,172.743,170,1,1,0,0,45,1,3000,4,100,2,0,0,1,0,45,3000,100,0,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY
2011,6,20,10,16,55.2,9859,39,5.3,0,CHINA,,25.075,98.721,30,0,0,0,0,4,1,0,2,0,0,0,0,0,0,4,0,0,0,CHINA:  YUNNAN PROVINCE:  BAOSHAN
2011,6,24,3,9,39.4,9824,52,7.3,0,USA,,52.05,-171.836,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS
2011,6,26,7,48,16.7,9860,29,5.3,0,CHINA,,32.447,95.948,40,0,0,0,0,0,0,0,1,10,1,0,3,0,0,0,0,10,0,CHINA:  QINGHAI PROVINCE
2011,7,6,19,3,18.2,9822,17,7.6,0,KERMADEC ISLANDS (NEW ZEALAND),,-29.539,-176.34,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW ZEALAND: KERMADEC ISLANDS
2011,7,10,0,57,10.8,9823,23,7.0,0,JAPAN,,38.034,143.264,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  HONSHU:  E COAST
2011,7,19,19,35,43.4,9829,20,6.1,0,UZBEKISTAN,,40.081,71.41,40,14,1,0,0,86,2,0,1,0,2,0,0,14,0,86,0,0,0,"UZBEKISTAN:  FARGONA, VIOLYATI"
2011,8,9,11,50,22.2,9862,40,5.0,0,CHINA,,24.932,98.73,30,0,0,0,0,0,0,0,3,0,0,22823,4,0,0,3,0,0,22823,CHINA: YUNNAN PROVINCE: BAOSHAN
2011,8,11,10,6,29.3,9872,10,5.7,0,CHINA,,39.955,77.028,40,0,0,0,0,21,1,0,2,0,0,0,0,0,0,21,0,0,0,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI"
2011,8,20,16,55,2.8,9838,32,7.1,0,VANUATU,,-18.365,168.143,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VANUATU ISLANDS
2011,8,20,18,19,23.5,9837,28,7.0,0,VANUATU,,-18.311,168.218,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VANUATU ISLANDS
2011,8,23,5,46,18.2,9873,4,5.4,7,USA,CO,37.063,-104.701,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,COLORADO:  SEGUNDO
2011,8,23,17,51,4.5,9861,6,5.8,7,USA,VA,37.936,-77.933,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C."
2011,9,2,10,55,53.5,9839,32,6.8,0,USA,AK,52.171,-171.708,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS
2011,9,5,17,55,11.2,9840,91,6.7,0,INDONESIA,,2.965,97.893,60,10,1,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,0,INDONESIA:  SUMATRA
2011,9,7,17,58,18.7,9874,10,4.3,0,INDIA,,28.724,77.189,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,INDIA:  DELHI
2011,9,18,12,40,51.8,9842,50,6.9,0,INDIA,,27.73,88.155,60,111,3,0,0,177,3,22,3,6000,4,6000,4,111,0,177,22,0,6000,INDIA:  SIKKIM
2011,9,19,18,33,55.8,9843,9,5.6,0,GUATEMALA,,14.186,-90.238,100,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,GUATEMALA:  CUILAPA SANTA ROSA
2011,10,20,17,18,34.1,9875,10,5.0,0,INDIA,,21.211,70.533,60,0,0,0,0,34,1,0,3,0,0,3000,4,0,0,34,0,0,3000,INDIA:  GUJARAT
2011,10,21,17,57,16.1,9846,33,7.4,0,KERMADEC ISLANDS (NEW ZEALAND),,-28.993,-176.238,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KERMADEC ISLANDS
2011,10,23,10,41,22.9,9845,16,7.1,0,TURKEY,,38.722,43.513,140,604,3,0,0,2608,4,1500,4,5739,4,4882,4,604,0,2608,1500,5739,4882,"TURKEY:  ERCIS, VAN"
2011,10,28,18,54,34.0,9886,24,6.9,0,PERU,,-14.438,-75.966,160,1,1,0,0,103,3,0,2,134,3,0,0,1,0,103,0,134,0,PERU:  SAN VICENTE DE CANETE
2011,10,29,0,43,55.1,9887,10,3.5,0,INDIA,,27.449,88.684,60,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,INDIA:  SIKKIM
2011,10,29,13,50,49.0,9888,3,4.0,0,ECUADOR,,-0.13,-78.37,160,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,ECUADOR:  POMASQUI
2011,11,1,0,21,28.0,9849,28,5.6,0,CHINA,,43.648,82.437,40,0,0,0,0,0,0,10,3,2453,4,0,3,0,0,0,10,2453,0,CHINA:  XINJIANG PROVINCE
2011,11,6,3,53,10.0,9850,5,5.7,8,USA,OK,35.532,-96.765,150,0,0,0,0,2,1,0,2,14,1,0,3,0,0,2,0,14,0,OKLAHOMA:  SPARKS
2011,11,7,9,43,15.9,9851,46,5.0,0,PHILIPPINES,,7.904,125.185,170,0,0,0,0,31,1,0,1,0,0,23,1,0,0,31,0,0,23,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE
