year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2006,1,8,11,34,55.6,7222,66,6.7,0,GREECE,,36.311,23.212,130,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0,GREECE:  SOUTHERN
2006,1,27,16,58,53.6,8956,397,7.6,0,INDONESIA,,-5.473,128.131,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INDONESIA:  BANDA SEA
2006,2,14,0,55,25.0,7223,30,5.3,0,INDIA,,27.382,88.388,60,2,1,0,0,2,1,0,1,0,0,0,0,2,0,2,0,0,0,INDIA:  SIKKIM
2006,2,20,17,20,9.0,7224,10,4.6,0,BULGARIA,,41.708,25.544,110,0,0,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,GREECE-BULGARIA BORDER REGION
2006,2,22,22,19,7.8,7225,11,7.0,0,MOZAMBIQUE,,-21.324,33.583,10,4,1,0,0,36,1,0,2,294,3,0,0,4,0,36,0,294,0,MOZAMBIQUE
2006,2,23,20,4,53.5,7226,10,5.8,0,BHUTAN,,26.912,91.705,60,0,0,0,0,0,0,0,1,126,3,126,3,0,0,0,0,126,0,BHUTAN:  TASHIGANG
2006,2,28,7,31,2.6,7227,18,6.0,0,IRAN,,28.12,56.865,140,0,0,0,0,6,1,0,2,0,3,0,3,0,0,6,0,0,0,IRAN:  SOUTHERN
2006,3,7,18,20,46.1,7228,10,5.5,0,INDIA,,23.777,70.899,60,0,0,0,0,7,1,0,1,0,1,0,1,0,0,7,0,0,0,INDIA:  GUJARAT
2006,3,10,7,50,14.3,7229,10,4.9,0,PAKISTAN,,33.129,73.887,60,1,1,0,0,22,1,0,0,0,0,0,0,1,0,22,0,0,0,PAKISTAN:  MIRPUR DISTRICT
2006,3,14,6,57,33.8,7230,30,6.7,0,INDONESIA,,-3.595,127.214,170,0,0,0,0,0,0,0,2,241,3,0,0,4,0,0,0,241,0,INDONESIA:  SERAM
2006,3,20,19,44,25.1,7231,10,4.9,0,ALGERIA,,36.623,5.328,15,4,1,0,0,9,1,0,0,62,2,62,2,4,0,9,0,62,0,ALGERIA:  NORTHERN
2006,3,25,7,28,57.6,7232,18,5.9,0,IRAN,,27.574,55.685,140,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,IRAN:  SOUTHERN
2006,3,28,8,35,43.3,7233,30,5.0,0,INDONESIA,,3.462,97.224,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDONESIA:  N. SUMATRA: TAPAKTUAN
2006,3,31,1,17,0.9,7234,7,6.1,0,IRAN,,33.5,48.78,140,70,2,0,0,1300,4,0,3,0,3,0,3,70,0,1300,0,0,0,"IRAN:  WESTERN:  BORUJERD, DORUD"
2006,3,31,12,23,17.8,7235,10,4.9,0,CHINA,,44.624,124.122,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN"
