year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2002,1,2,17,22,48,21,7.2,0,,"VANUATU ISLANDS:  EFATE, PORT VILA",-17.6,167.856,170,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0
2002,11,27,16,43,17,33,5.9,0,,VANUATU ISLANDS: MERE LAVA ISLAND,-14.49,167.827,170,0,0,0,0,3,1,0,2,0,0,0,0,0,0,3,0,0,100
2007,3,25,0,40,1,34,7.1,0,,VANUATU ISLANDS,-20.617,169.357,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8,1,17,8,51,120,7.2,0,,VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68,170,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2008,4,28,18,33,34,32,6.4,0,,VANUATU ISLANDS,-19.941,168.953,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5,29,6,20,14,13,5.7,0,,VANUATU ISLANDS:  TONGOA,-17.026,168.329,170,0,0,0,0,10,1,0,1,0,2,0,2,0,0,10,0,0,0
2009,6,2,2,17,3,15,6.3,0,,VANUATU ISLANDS:  TONGOA,-17.757,167.949,170,0,0,0,0,4,1,0,1,0,0,0,0,0,0,4,0,0,0
2009,10,7,22,3,14,45,7.6,0,,VANUATU ISLANDS,-13.006,166.51,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,10,5,23,44,25,7.2,7,,VANUATU ISLANDS,-17.541,168.069,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,12,25,13,16,37,16,7.3,0,,VANUATU ISLANDS,-19.702,167.947,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2011,1,9,10,3,44,24,6.5,0,,VANUATU ISLANDS,-19.157,168.311,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,20,16,55,2,32,7.1,0,,VANUATU ISLANDS,-18.365,168.143,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,20,18,19,23,28,7.0,0,,VANUATU ISLANDS,-18.311,168.218,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,2,13,34,40,23,7.0,0,,VANUATU ISLANDS,-17.827,167.133,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,14,22,5,26,11,6.3,0,,VANUATU ISLANDS,-18.972,168.741,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,19,13,19,21,10,6.4,5,,VANUATU ISLANDS,-16.431,168.148,170,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016,4,28,19,33,24,27,7.0,0,,VANUATU ISLANDS,-16.074,167.393,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
