year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2005,9,24,19,24,2,12,5.6,0,,ETHIOPIA:  DABBAHU,12.471,40.634,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,12,16,12,14,24,10,5.1,0,,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0
