year,month,day,hour,minute,second,I_D,focal_depth,EQ_primary,intensity,country,state,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged,location_name
2012,1,19,12,35,51.3,9866,8,5.3,0,IRAN,,36.288,58.835,140,0,0,0,0,238,3,0,1,0,0,0,2,0,0,238,0,0,0,IRAN:  KHORASAN-E-RAZAVI
2012,1,30,5,11,0.9,9867,43,6.4,0,PERU,,-14.168,-75.635,160,0,0,0,0,119,3,0,1,0,0,0,1,0,0,119,0,0,0,PERU:  ICA
2012,2,2,13,34,40.6,9871,23,7.0,0,VANUATU,,-17.827,167.133,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VANUATU ISLANDS
2012,2,6,3,49,12.5,9870,11,6.7,0,PHILIPPINES,,9.999,123.206,170,51,2,62,2,112,3,15,3,15000,4,0,0,51,62,112,15,15000,0,PHILIPPINES:  NEGROS ORIENTAL PROVINCE
2012,2,26,2,35,0.5,9904,28,5.9,0,TAIWAN,,22.661,120.891,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TAIWAN:  PINGTUNG
2012,2,27,18,48,55.3,9903,10,5.2,0,IRAN,,31.428,56.778,140,0,0,0,0,6,1,0,1,0,0,0,2,0,0,6,0,0,0,IRAN:  RAVAR
2012,3,5,23,6,30.8,9905,37,5.6,0,PHILIPPINES,,12.354,123.7,170,0,0,0,0,10,1,0,1,1,1,0,2,0,0,10,0,1,0,PHILIPPINES:  MASBATE ISLAND
2012,3,14,9,8,35.1,9878,12,6.9,0,JAPAN,,40.887,144.944,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAPAN:  HOKKAIDO
2012,3,16,7,58,2.5,9877,18,5.8,0,PHILIPPINES,,10.037,125.633,170,0,0,0,0,55,2,0,1,4,1,0,1,0,0,55,0,4,0,PHILIPPINES:  SURIGAO
2012,3,20,18,2,47.4,9876,20,7.4,8,MEXICO,,16.493,-98.231,150,2,1,0,0,13,1,0,3,800,3,0,0,2,0,13,0,800,0,"MEXICO:  GUERRERO, OAXACA"
